ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	NOTE	COGIDS	AUTOCOGS	ALIGNMENT	STRUCTURE	CROSSIDS	MORPHEMES	C_STRUCTURE	PATTERNS
4076	Jerigaon	takin	takin	sə-ʨʰøn ~ sə-ɕøn	sə+ʨʰøn	s ə + tɕʰ ø n		1106 1107	1106 1107	s ə + tɕʰ ø n	i n + i n c	1106 1107	takin takin	c c + c c c	472-3/Ø 175-10/a + 637-13/kʰ 133-6/u 153-11/m
4078	Rahung	takin	takin	ʨʰə-ʨʰøm	ʨʰə+ʨʰøm	tɕʰ ə + tɕʰ ø m		1106 1107	1106 1107	tɕʰ ə + tɕʰ ø m	i n + i n c	1106 1107	takin takin	c c + c c c	472-3/Ø 175-10/a + 637-13/kʰ 133-6/u 153-11/m
4081	Khispi	taro	taro	ʨʰak	ʨʰak	tɕʰ a k		1108	1108	tɕʰ a k	i n c	1108	taro	c c c	308-13/tɕʰ 411-20/a 691-69/k
4082	Duhumbi	taro	taro	ʨʰak	ʨʰak	tɕʰ a k		1108	1108	tɕʰ a k	i n c	1108	taro	c c c	308-13/tɕʰ 411-20/a 691-69/k
4083	Khoina	taro	taro	ʦʰɐk	ʦʰɐk	tsʰ ɐ k		1108	1108	tsʰ ɐ k	i n c	1108	taro	c c c	308-13/tɕʰ 411-20/a 691-69/k
4084	Jerigaon	taro	taro	ʨʰɐk	ʨʰɐk	tɕʰ ɐ k		1108	1108	tɕʰ ɐ k	i n c	1108	taro	c c c	308-13/tɕʰ 411-20/a 691-69/k
4085	Khoitam	taro	taro	ʨʰak	ʨʰak	tɕʰ a k		1108	1108	tɕʰ a k	i n c	1108	taro	c c c	308-13/tɕʰ 411-20/a 691-69/k
4086	Rahung	taro	taro	ʨʰak	ʨʰak	tɕʰ a k		1108	1108	tɕʰ a k	i n c	1108	taro	c c c	308-13/tɕʰ 411-20/a 691-69/k
4087	Rupa	taro	taro	ʥuː-ʦʰak ~ ʥuː-ʨʰak	ʥuː+ʦʰak	dʑ uː + tsʰ a k		552 1108	1108 1109	dʑ uː + tsʰ a k	i n + i n c	552 1108	tuber taro	c c + c c c	23-8/dʑ 104-30/a + 308-13/tɕʰ 411-20/a 691-69/k
4088	Shergaon	taro	taro	ʥuː-ʨʰak	ʥuː+ʨʰak	dʑ uː + tɕʰ a k		552 1108	1108 1109	dʑ uː + tɕʰ a k	i n + i n c	552 1108	tuber taro	c c + c c c	23-8/dʑ 104-30/a + 308-13/tɕʰ 411-20/a 691-69/k
4089	Khispi	tasty	tasty	ɔ-bej-da	ɔ+bej+da	ɔ + b e j + d a		1110 1111 1113	1110 1111 1113	ɔ + b - !e j + d a	n + i n c + i n	137 1111 981	o/a-prefix tasty da-suffix2	c + c c c + c c	141-4/ɔ + 694-32/b 747-5/- 728-1/ɛ 722-40/j + 761-25/d 779-8/a
4090	Duhumbi	tasty	tasty	ɔ-bɛj	ɔ+bɛj	ɔ + b ɛ j		1110 1111	1110 1111	ɔ + b - !ɛ j	n + i n c	137 1111	o/a-prefix tasty	c + c c c	141-4/ɔ + 694-32/b 747-5/- 728-1/ɛ 722-40/j
4091	Khoina	tasty	tasty	a-blɐːʰ	a+blɐːʰ	a + b l ɐːʰ		1110 1111	1110 1111	a + b l !ɐːʰ -	n + i m n	137 1111	o/a-prefix tasty	c + c c c	141-4/ɔ + 694-32/b 747-5/- 728-1/ɛ 722-40/j
4092	Jerigaon	tasty	tasty	a-blɐːʰ	a+blɐːʰ	a + b l ɐːʰ		1110 1111	1110 1111	a + b l !ɐːʰ -	n + i m n	137 1111	o/a-prefix tasty	c + c c c	141-4/ɔ + 694-32/b 747-5/- 728-1/ɛ 722-40/j
4093	Khoitam	tasty	tasty	a-blɔːʰ-du	a+blɔːʰ+du	a + b l ɔːʰ + d u		1110 1111 1113	1110 1111 1112	a + b l !ɔːʰ - + d u	n + i m n + i n	137 1111 981	o/a-prefix tasty da-suffix2	c + c c c + c c	141-4/ɔ + 694-32/b 747-5/- 728-1/ɛ 722-40/j + 761-25/d 779-8/a
4094	Rahung	tasty	tasty	a-bɹɔːʰ	a+bɹɔːʰ	a + b ɹ ɔːʰ		1110 1111	1110 1111	a + b !ɹ/r !ɔːʰ -	n + i m n	137 1111	o/a-prefix tasty	c + c c c	141-4/ɔ + 694-32/b 747-5/- 728-1/ɛ 722-40/j
4095	Rupa	tasty	tasty	a-blɔːʰ	a+blɔːʰ	a + b l ɔːʰ		1110 1111	1110 1111	a + b l !ɔːʰ -	n + i m n	137 1111	o/a-prefix tasty	c + c c c	141-4/ɔ + 694-32/b 747-5/- 728-1/ɛ 722-40/j
4096	Shergaon	tasty	tasty	a-blɔː	a+blɔː	a + b l ɔː		1110 1111	1110 1111	a + b l !ɔː -	n + i m n	137 1111	o/a-prefix tasty	c + c c c	141-4/ɔ + 694-32/b 747-5/- 728-1/ɛ 722-40/j
4097	Khispi	tear (vt)	tear (vt)	ʑɛt	ʑɛt	ʑ ɛ t		1114	1114	ʑ ɛ t	i n c	1114	tearvt	c c c	339-4/ʑ 591-4/ɛ 206-7/t
4098	Duhumbi	tear (vt)	tear (vt)	ʑɛt	ʑɛt	ʑ ɛ t		1114	1114	ʑ ɛ t	i n c	1114	tearvt	c c c	339-4/ʑ 591-4/ɛ 206-7/t
4099	Khoina	tear (vt)	tear (vt)	zɛˀ	zɛˀ	z ɛˀ		1114	1114	z ɛˀ -	i n	1114	tearvt	c c	339-4/ʑ 591-4/ɛ 206-7/t
4101	Khoitam	tear (vt)	tear (vt)	zeˀ	zeˀ	z eˀ		1114	1114	z eˀ -	i n	1114	tearvt	c c	339-4/ʑ 591-4/ɛ 206-7/t
4102	Rahung	tear (vt)	tear (vt)	zeˀ	zeˀ	z eˀ		1114	1114	z eˀ -	i n	1114	tearvt	c c	339-4/ʑ 591-4/ɛ 206-7/t
4103	Rupa	tear (vt)	tear (vt)	zeˀ	zeˀ	z eˀ		1114	1114	z eˀ -	i n	1114	tearvt	c c	339-4/ʑ 591-4/ɛ 206-7/t
4105	Khispi	tell	tell	ɕat	ɕat	ɕ a t		1115	1115	ɕ a t	i n c	1115	tell	c c c	124-31/ɕ 240-4/a 206-7/t
4107	Khoina	tell	tell	ʂɐˀ	ʂɐˀ	ʂ ɐˀ		1115	1115	ʂ ɐˀ -	i n	1115	tell	c c	124-31/ɕ 240-4/a 206-7/t
4109	Khoitam	tell	tell	sɔˀ	sɔˀ	s ɔˀ		1115	1115	s ɔˀ -	i n	1115	tell	c c	124-31/ɕ 240-4/a 206-7/t
4110	Rahung	tell	tell	sɔˀ	sɔˀ	s ɔˀ		1115	1115	s ɔˀ -	i n	1115	tell	c c	124-31/ɕ 240-4/a 206-7/t
4111	Rupa	tell	tell	sɔˀ	sɔˀ	s ɔˀ		1115	1115	s ɔˀ -	i n	1115	tell	c c	124-31/ɕ 240-4/a 206-7/t
4112	Shergaon	tell	tell	sɔ	sɔ	s ɔ		1115	1115	s ɔ -	i n	1115	tell	c c	124-31/ɕ 240-4/a 206-7/t
4113	Khispi	ten	ten	san	san	s a n		1116	1116	s a n	i n c	1116	ten	c c c	447-18/s 668-11/a 91-16/n
4114	Duhumbi	ten	ten	san	san	s a n		1116	1116	s a n	i n c	1116	ten	c c c	447-18/s 668-11/a 91-16/n
4115	Khoina	ten	ten	sɐ̃ː	sɐ̃ː	s ɐ̃ː		1116	1116	s ɐ̃ː -	i n	1116	ten	c c	447-18/s 668-11/a 91-16/n
4116	Jerigaon	ten	ten	sɐ̃ː	sɐ̃ː	s ɐ̃ː		1116	1116	s ɐ̃ː -	i n	1116	ten	c c	447-18/s 668-11/a 91-16/n
4117	Khoitam	ten	ten	sɔ̃ː	sɔ̃ː	s ɔ̃ː		1116	1116	s ɔ̃ː -	i n	1116	ten	c c	447-18/s 668-11/a 91-16/n
4118	Rahung	ten	ten	sɔ̃ː	sɔ̃ː	s ɔ̃ː		1116	1116	s ɔ̃ː -	i n	1116	ten	c c	447-18/s 668-11/a 91-16/n
4119	Rupa	ten	ten	sɔ̃ː	sɔ̃ː	s ɔ̃ː		1116	1116	s ɔ̃ː -	i n	1116	ten	c c	447-18/s 668-11/a 91-16/n
4120	Shergaon	ten	ten	sɔ̃ː	sɔ̃ː	s ɔ̃ː		1116	1116	s ɔ̃ː -	i n	1116	ten	c c	447-18/s 668-11/a 91-16/n
4123	Khoina	that	that	tʰiː	tʰiː	tʰ iː		1117	1117	tʰ !iː	i n	1117	that	c c	46-31/tʰ 196-1/Ø
4124	Jerigaon	that	that	tʰiː	tʰiː	tʰ iː		1117	1117	tʰ !iː	i n	1117	that	c c	46-31/tʰ 196-1/Ø
4125	Khoitam	that	that	tʰyː	tʰyː	tʰ yː		1117	1117	tʰ !yː	i n	1117	that	c c	46-31/tʰ 196-1/Ø
4126	Rahung	that	that	s-tʰyː ~ tʰyː-wɛː	s+tʰyː	s + tʰ yː		1118 1117	1118 1117	s + tʰ !yː	i + i n	1118 1117	that that	c + c c	0/n + 46-31/tʰ 196-1/Ø
4127	Rupa	that	that	tʰyː	tʰyː	tʰ yː		1117	1117	tʰ !yː	i n	1117	that	c c	46-31/tʰ 196-1/Ø
4128	Shergaon	that	that	tʰuː	tʰuː	tʰ uː		1117	1117	tʰ !uː	i n	1117	that	c c	46-31/tʰ 196-1/Ø
4129	Khispi	that side	that side	ɔ-tʰja ~ tʰej ~ tʰaj	ɔ+tʰja	ɔ + tʰ j a		1123 1119	1123 1119	ɔ + tʰ j a	n + i m n	461 1119	? thatside	c + c c c	287-20/ɔ + 46-31/tʰ 404-3/- 192-2/e
4130	Duhumbi	that side	that side	tʰe- ~ ɔw-tʰja ~ tʰɛj-	tʰe+	tʰ e		1119	1121	tʰ - e	i n	1119	thatside	c c	46-31/tʰ 404-3/- 192-2/e
4131	Khoina	that side	that side	kʰaː	kʰaː	kʰ aː		1120	1120	kʰ aː	i n	1120	thatside	c c	586-36/kʰ 526-2/Ø
4132	Jerigaon	that side	that side	tʰiː-tʰɛː-lɔ	tʰiː+tʰɛː+lɔ	tʰ iː + tʰ ɛː + l ɔ		1121 1119 1122	1121 1119 1122	tʰ iː + tʰ - ɛː + l ɔ	i n + i n + i n	1121 1119 55	thatside thatside ablative	c c + c c + c c	0/n 0/n + 46-31/tʰ 404-3/- 192-2/e + 509-1/l 287-20/ɔ
4133	Khoitam	that side	that side	ɔ-tʰɛː-lɔ	ɔ+tʰɛː+lɔ	ɔ + tʰ ɛː + l ɔ		1123 1119 1122	1123 1119 1122	ɔ + tʰ - ɛː + l ɔ	n + i n + i n	461 1119 55	? thatside ablative	c + c c + c c	287-20/ɔ + 46-31/tʰ 404-3/- 192-2/e + 509-1/l 287-20/ɔ
4134	Rahung	that side	that side	tʰɛː ~ kʰlaŋ ~ kʰaː	tʰɛː	tʰ ɛː		1119	1121	tʰ - ɛː	i n	1119	thatside	c c	46-31/tʰ 404-3/- 192-2/e
4135	Rupa	that side	that side	kʰɔː ~ kʰlaː	kʰɔː	kʰ ɔː		1120	1120	kʰ ɔː	i n	1120	thatside	c c	586-36/kʰ 526-2/Ø
4136	Shergaon	that side	that side	kʰaː	kʰaː	kʰ aː		1120	1120	kʰ aː	i n	1120	thatside	c c	586-36/kʰ 526-2/Ø
4137	Khispi	that side	that side	ɔ-tʰja ~ tʰej-  ~ tʰaj-	ɔ+tʰja	ɔ + tʰ j a		1123 1119	1123 1119	ɔ + tʰ j a	n + i m n	461 1119	? thatside	c + c c c	287-20/ɔ + 46-31/tʰ 404-3/- 192-2/e
4138	Duhumbi	that side	that side	ɔw-tʰja ~ tʰɛj- ~ tʰe-	ɔw+tʰja	ɔ w + tʰ j a		1124 1119	1124 1119	ɔ w + tʰ j a	n c + i m n	1124 1119	thatside thatside	c c + c c c	0/n 0/n + 46-31/tʰ 404-3/- 192-2/e
4139	Khoina	that side	that side	kʰaː	kʰaː	kʰ aː		1120	1120	kʰ aː	i n	1120	thatside	c c	586-36/kʰ 526-2/Ø
4140	Jerigaon	that side	that side	tʰiː-tʰɛː-lɔ	tʰiː+tʰɛː+lɔ	tʰ iː + tʰ ɛː + l ɔ		1121 1119 1122	1121 1119 1122	tʰ iː + tʰ - ɛː + l ɔ	i n + i n + i n	1121 1119 55	thatside thatside ablative	c c + c c + c c	0/n 0/n + 46-31/tʰ 404-3/- 192-2/e + 509-1/l 287-20/ɔ
4141	Khoitam	that side	that side	ɔ-tʰɛː-lɔ	ɔ+tʰɛː+lɔ	ɔ + tʰ ɛː + l ɔ		1123 1119 1122	1123 1119 1122	ɔ + tʰ - ɛː + l ɔ	n + i n + i n	461 1119 55	? thatside ablative	c + c c + c c	287-20/ɔ + 46-31/tʰ 404-3/- 192-2/e + 509-1/l 287-20/ɔ
4142	Rahung	that side	that side	tʰɛː ~ kʰlaŋ ~ kʰaː	tʰɛː	tʰ ɛː		1119	1121	tʰ - ɛː	i n	1119	thatside	c c	46-31/tʰ 404-3/- 192-2/e
4143	Rupa	that side	that side	kʰɔː ~ kʰlaː	kʰɔː	kʰ ɔː		1120	1120	kʰ ɔː	i n	1120	thatside	c c	586-36/kʰ 526-2/Ø
4144	Shergaon	that side	that side	kʰaː	kʰaː	kʰ aː		1120	1120	kʰ aː	i n	1120	thatside	c c	586-36/kʰ 526-2/Ø
4154	Duhumbi	thick	thick	ɔ-tʰɛs	ɔ+tʰɛs	ɔ + tʰ ɛ s		1125 1126	1125 1126	ɔ + tʰ ɛ !s	n + i n c	137 1126	o/a-prefix thick	c + c c c	141-4/ɔ + 46-31/tʰ 450-5/ɛ 338-1/s
4155	Khoina	thick	thick	a-tʰɛʔ	a+tʰɛʔ	a + tʰ ɛ ʔ		1125 1126	1125 1126	a + tʰ ɛ !ʔ	n + i n c	137 1126	o/a-prefix thick	c + c c c	141-4/ɔ + 46-31/tʰ 450-5/ɛ 338-1/s
4156	Jerigaon	thick	thick	a-tʰɛʔ	a+tʰɛʔ	a + tʰ ɛ ʔ		1125 1126	1125 1126	a + tʰ ɛ !ʔ	n + i n c	137 1126	o/a-prefix thick	c + c c c	141-4/ɔ + 46-31/tʰ 450-5/ɛ 338-1/s
4157	Khoitam	thick	thick	a-tʰɛʔ	a+tʰɛʔ	a + tʰ ɛ ʔ		1125 1126	1125 1126	a + tʰ ɛ !ʔ	n + i n c	137 1126	o/a-prefix thick	c + c c c	141-4/ɔ + 46-31/tʰ 450-5/ɛ 338-1/s
4158	Rahung	thick	thick	a-tʰɛʔ	a+tʰɛʔ	a + tʰ ɛ ʔ		1125 1126	1125 1126	a + tʰ ɛ !ʔ	n + i n c	137 1126	o/a-prefix thick	c + c c c	141-4/ɔ + 46-31/tʰ 450-5/ɛ 338-1/s
4159	Rupa	thick	thick	a-tʰat	a+tʰat	a + tʰ a t		1125 1126	1125 1126	a + tʰ a !t	n + i n c	137 1126	o/a-prefix thick	c + c c c	141-4/ɔ + 46-31/tʰ 450-5/ɛ 338-1/s
4160	Shergaon	thick	thick	a-tʰɛt	a+tʰɛt	a + tʰ ɛ t		1125 1126	1125 1126	a + tʰ !ɛ/a !t	n + i n c	137 1126	o/a-prefix thick	c + c c c	141-4/ɔ + 46-31/tʰ 450-5/ɛ 338-1/s
4161	Khispi	thief	thief	bu-ju	bu+ju	b u + j u		1129 1127	1129 1127	b u + j - u -	i n + i n	1129 1127	thief thief	c c + c c	519-3/b 365-2/i + 750-2/j 425-2/- 239-6/u 231-16/-
4162	Duhumbi	thief	thief	bi-ju	bi+ju	b i + j u		1129 1127	1129 1127	b i + j - u -	i n + i n	1129 1127	thief thief	c c + c c	519-3/b 365-2/i + 750-2/j 425-2/- 239-6/u 231-16/-
4163	Khoina	thief	thief	ʥy-jɔː	ʥy+jɔː	dʑ y + j ɔː		1129 1127	1128 1127	dʑ y + j - ɔː -	i n + i n	1129 1127	thief thief	c c + c c	519-3/b 365-2/i + 750-2/j 425-2/- 239-6/u 231-16/-
4165	Khoitam	thief	thief	ʥy-wjɔː	ʥy+wjɔː	dʑ y + w j ɔː		1129 1127	1128 1127	dʑ y + w j ɔː -	i n + i m n	1129 1127	thief thief	c c + c c c	519-3/b 365-2/i + 750-2/j 425-2/- 239-6/u 231-16/-
4167	Rupa	thief	thief	ʥi-jaw	ʥi+jaw	dʑ i + j a w		1129 1127	1128 1127	dʑ i + j - a w	i n + i n c	1129 1127	thief thief	c c + c c c	519-3/b 365-2/i + 750-2/j 425-2/- 239-6/u 231-16/-
4169	Khispi	thigh	thigh	le-pʰa	le+pʰa	l e + pʰ a		1130 1131	1130 1131	l e + pʰ - a	i n + i n	936 1131	leg-prefix thigh	c c + c c	98-38/l 534-1/e + 467-23/pʰ 547-1/- 104-30/a
4170	Duhumbi	thigh	thigh	le-pʰa	le+pʰa	l e + pʰ a		1130 1131	1130 1131	l e + pʰ - a	i n + i n	936 1131	leg-prefix thigh	c c + c c	98-38/l 534-1/e + 467-23/pʰ 547-1/- 104-30/a
4172	Jerigaon	thigh	thigh	la-pʰluː	la+pʰluː	l a + pʰ l uː		1130 1131	1130 1131	l a + pʰ l uː	i n + i m n	936 1131	leg-prefix thigh	c c + c c c	98-38/l 534-1/e + 467-23/pʰ 547-1/- 104-30/a
4173	Khoitam	thigh	thigh	la-pʰluː	la+pʰluː	l a + pʰ l uː		1130 1131	1130 1131	l a + pʰ l uː	i n + i m n	936 1131	leg-prefix thigh	c c + c c c	98-38/l 534-1/e + 467-23/pʰ 547-1/- 104-30/a
4174	Rahung	thigh	thigh	la-pʰuː	la+pʰuː	l a + pʰ uː		1130 1131	1130 1131	l a + pʰ - uː	i n + i n	936 1131	leg-prefix thigh	c c + c c	98-38/l 534-1/e + 467-23/pʰ 547-1/- 104-30/a
4175	Rupa	thigh	thigh	lə-pʰuː	lə+pʰuː	l ə + pʰ uː		1130 1131	1130 1131	l !ə/a + pʰ - uː	i n + i n	936 1131	leg-prefix thigh	c c + c c	98-38/l 534-1/e + 467-23/pʰ 547-1/- 104-30/a
4176	Shergaon	thigh	thigh	lə-pʰuː	lə+pʰuː	l ə + pʰ uː		1130 1131	1130 1131	l ə + pʰ !-/l uː	i n + i n	936 1131	leg-prefix thigh	c c + c c	98-38/l 534-1/e + 467-23/pʰ 547-1/- 104-30/a
4178	Duhumbi	thin	thin	ʨʰap-bu	ʨʰap+bu	tɕʰ a p + b u		1132 1136	1132 1136	tɕʰ a p + b u	i n c + i n	1132 1136	thin thin	c c c + c c	435-2/tɕʰ 654-3/a 369-9/p + 0/n 0/n
4179	Khoina	thin	thin	a-ʨʰa-du	a+ʨʰa+du	a + tɕʰ a + d u		1133 1132 1134	1133 1132 1135	- a + tɕʰ a - + !d u	n + i n + i n	56 1132 120	u/a-prefix thin da-suffix1	c + c c + c c	242-2/u 0/n + 435-2/tɕʰ 654-3/a 369-9/p + 493-1/t 779-8/a
4180	Jerigaon	thin	thin	a-ʨʰɛˀ-du	a+ʨʰɛˀ+du	a + tɕʰ ɛˀ + d u		1133 1132 1134	1133 1132 1135	- a + tɕʰ ɛˀ - + !d u	n + i n + i n	56 1132 120	u/a-prefix thin da-suffix1	c + c c + c c	242-2/u 0/n + 435-2/tɕʰ 654-3/a 369-9/p + 493-1/t 779-8/a
4181	Khoitam	thin	thin	a-ʨʰap-du	a+ʨʰap+du	a + tɕʰ a p + d u		1133 1132 1134	1133 1132 1134	- a + tɕʰ a p + !d u	n + i n c + i n	56 1132 120	u/a-prefix thin da-suffix1	c + c c c + c c	242-2/u 0/n + 435-2/tɕʰ 654-3/a 369-9/p + 493-1/t 779-8/a
4182	Rahung	thin	thin	a-ʨʰap-du	a+ʨʰap+du	a + tɕʰ a p + d u		1133 1132 1134	1133 1132 1134	- a + tɕʰ a p + !d u	n + i n c + i n	56 1132 120	u/a-prefix thin da-suffix1	c + c c c + c c	242-2/u 0/n + 435-2/tɕʰ 654-3/a 369-9/p + 493-1/t 779-8/a
4183	Rupa	thin	thin	a-ʦʰap ~ a-ʨʰap ~ a-ʦʰap-du	a+ʦʰap	a + tsʰ a p		1133 1132	1133 1132	- a + tsʰ a p	n + i n c	56 1132	u/a-prefix thin	c + c c c	242-2/u 0/n + 435-2/tɕʰ 654-3/a 369-9/p
4184	Shergaon	thin	thin	a-ʨʰap-du	a+ʨʰap+du	a + tɕʰ a p + d u		1133 1132 1134	1133 1132 1134	- a + tɕʰ a p + !d u	n + i n c + i n	56 1132 120	u/a-prefix thin da-suffix1	c + c c c + c c	242-2/u 0/n + 435-2/tɕʰ 654-3/a 369-9/p + 493-1/t 779-8/a
4185	Khispi	thing	thing	ma	ma	m a		1137	1137	m a	i n	1137	thing	c c	616-3/m 725-2/a
4186	Duhumbi	thing	thing	ma	ma	m a		1137	1137	m a	i n	1137	thing	c c	616-3/m 725-2/a
4189	Khoitam	thing	thing	mə-ʨʰiŋ	mə+ʨʰiŋ	m ə + tɕʰ i ŋ		1137 1138	1137 1138	m ə + tɕʰ i ŋ	i n + i n c	1137 1138	thing thing	c c + c c c	616-3/m 725-2/a + 171-6/ɕ 649-32/i 774-83/ŋ
4190	Rahung	thing	thing	pʰ-ʨʰiŋ	pʰ+ʨʰiŋ	pʰ + tɕʰ i ŋ		1137 1138	1139 1138	pʰ - + tɕʰ i ŋ	i + i n c	1137 1138	thing thing	c + c c c	616-3/m 725-2/a + 171-6/ɕ 649-32/i 774-83/ŋ
4191	Rupa	thing	thing	mə-ʨʰiŋ ~ pʰ-ʨʰiŋ	mə+ʨʰiŋ	m ə + tɕʰ i ŋ		1137 1138	1137 1138	m ə + tɕʰ i ŋ	i n + i n c	1137 1138	thing thing	c c + c c c	616-3/m 725-2/a + 171-6/ɕ 649-32/i 774-83/ŋ
4195	Khoina	think	think	tʰiŋ	tʰiŋ	tʰ i ŋ		1140	1140	tʰ i ŋ	i n c	1140	think	c c c	46-31/tʰ 649-32/i 449-4/n
4196	Jerigaon	think	think	tʰiŋ	tʰiŋ	tʰ i ŋ		1140	1140	tʰ i ŋ	i n c	1140	think	c c c	46-31/tʰ 649-32/i 449-4/n
4197	Khoitam	think	think	tʰiŋ	tʰiŋ	tʰ i ŋ		1140	1140	tʰ i ŋ	i n c	1140	think	c c c	46-31/tʰ 649-32/i 449-4/n
4198	Rahung	think	think	tʰiŋ	tʰiŋ	tʰ i ŋ		1140	1140	tʰ i ŋ	i n c	1140	think	c c c	46-31/tʰ 649-32/i 449-4/n
4199	Rupa	think	think	tʰin	tʰin	tʰ i n		1140	1140	tʰ i n	i n c	1140	think	c c c	46-31/tʰ 649-32/i 449-4/n
4200	Shergaon	think	think	tʰin	tʰin	tʰ i n		1140	1140	tʰ i n	i n c	1140	think	c c c	46-31/tʰ 649-32/i 449-4/n
4201	Khispi	thirsty (vi)	thirsty (vi)	(kʰaw) jaŋ	jaŋ	j a ŋ		1141	1141	j !a !ŋ	i n c	1141	thirstyvi	c c c	730-19/j 565-1/a 399-1/ŋ
4202	Duhumbi	thirsty (vi)	thirsty (vi)	(kʰow) jaŋ	jaŋ	j a ŋ		1141	1141	j !a !ŋ	i n c	1141	thirstyvi	c c c	730-19/j 565-1/a 399-1/ŋ
4203	Khoina	thirsty (vi)	thirsty (vi)	(kʰɔː) jɔ̃ː	jɔ̃ː	j ɔ̃ː		1141	1141	j !ɔ̃ː !-	i n	1141	thirstyvi	c c	730-19/j 565-1/a 399-1/ŋ
4204	Jerigaon	thirsty (vi)	thirsty (vi)	(kʰɔː) kʰ-jɔ̃ː	kʰ+jɔ̃ː	kʰ + j ɔ̃ː		1142 1141	1142 1141	kʰ + j !ɔ̃ː !-	i + i n	1142 1141	thirstyvi thirstyvi	c + c c	0/n + 730-19/j 565-1/a 399-1/ŋ
4205	Khoitam	thirsty (vi)	thirsty (vi)	(kʰɔː) jũŋ	jũŋ	j ũ ŋ		1141	1141	j !ũ !ŋ	i n c	1141	thirstyvi	c c c	730-19/j 565-1/a 399-1/ŋ
4206	Rahung	thirsty (vi)	thirsty (vi)	(kʰoː) jũŋ	jũŋ	j ũ ŋ		1141	1141	j !ũ !ŋ	i n c	1141	thirstyvi	c c c	730-19/j 565-1/a 399-1/ŋ
4207	Rupa	thirsty (vi)	thirsty (vi)	(kʰoː) jũŋ	jũŋ	j ũ ŋ		1141	1141	j !ũ !ŋ	i n c	1141	thirstyvi	c c c	730-19/j 565-1/a 399-1/ŋ
4208	Shergaon	thirsty (vi)	thirsty (vi)	(kʰoː) jɔ̃ː	jɔ̃ː	j ɔ̃ː		1141	1141	j !ɔ̃ː !-	i n	1141	thirstyvi	c c	730-19/j 565-1/a 399-1/ŋ
4211	Khoina	this	this	tʰaː-ʥi	tʰaː+ʥi	tʰ aː + dʑ i		1143 1144	1143 1144	tʰ - aː + dʑ i	i n + i n	1143 99	this ?	c c + c c	46-31/tʰ 512-2/- 614-3/ɔ + 23-8/dʑ 649-32/i
4212	Jerigaon	this	this	tʰaː-ʥi	tʰaː+ʥi	tʰ aː + dʑ i		1143 1144	1143 1144	tʰ - aː + dʑ i	i n + i n	1143 99	this ?	c c + c c	46-31/tʰ 512-2/- 614-3/ɔ + 23-8/dʑ 649-32/i
4213	Khoitam	this	this	ɔ-tʰɛː	ɔ+tʰɛː	ɔ + tʰ ɛː		1145 1143	1145 1144	ɔ + tʰ - !ɛː/aː	n + i n	1145 1143	this this	c + c c	0/n + 46-31/tʰ 512-2/- 614-3/ɔ
4214	Rahung	this	this	tʰə-ɛː	tʰə+ɛː	tʰ ə + ɛː		1143 557	1143 1144	tʰ - ə + ɛː	i n + n	1143 557	this this	c c + c	46-31/tʰ 512-2/- 614-3/ɔ + 0/n
4215	Rupa	this	this	tʰwaː ~ tʰu-waː ~ tʰaː ~ ɔ-tʰ-gɔː ~ tʰū-gɔː ~ tʰə-gɔː	tʰwaː	tʰ w aː		1143	1143	tʰ w aː	i m n	1143	this	c c c	46-31/tʰ 512-2/- 614-3/ɔ
4216	Shergaon	this	this	tʰaː-ji	tʰaː+ji	tʰ aː + j i		1143 555	1143 1144	tʰ - aː + j i	i n + i n	1143 555	this this	c c + c c	46-31/tʰ 512-2/- 614-3/ɔ + 0/n 0/n
4217	Khispi	thorn	thorn	pʰe-zɔ ~ pʰe-ʥɔ	pʰe+zɔ	pʰ e + z ɔ		1147 1146	1147 1146	!pʰ !e + z !ɔ -	i n + i n	1147 1146	thorn thorn	c c + c c	345-1/pʰ 333-1/i + 448-1/dʑ 367-1/ɔˀ 231-16/-
4218	Duhumbi	thorn	thorn	pʰi-ʥɔˀ	pʰi+ʥɔˀ	pʰ i + dʑ ɔˀ		1147 1146	1147 1146	!pʰ !i + !dʑ/z !ɔˀ -	i n + i n	1147 1146	thorn thorn	c c + c c	345-1/pʰ 333-1/i + 448-1/dʑ 367-1/ɔˀ 231-16/-
4219	Khoina	thorn	thorn	ba-zɔ	ba+zɔ	b a + z ɔ		1147 1146	1147 1146	!b !a + z !ɔ -	i n + i n	1147 1146	thorn thorn	c c + c c	345-1/pʰ 333-1/i + 448-1/dʑ 367-1/ɔˀ 231-16/-
4220	Jerigaon	thorn	thorn	bə-zɔ	bə+zɔ	b ə + z ɔ		1147 1146	1147 1146	!b !ə + z !ɔ -	i n + i n	1147 1146	thorn thorn	c c + c c	345-1/pʰ 333-1/i + 448-1/dʑ 367-1/ɔˀ 231-16/-
4221	Khoitam	thorn	thorn	bə-zɔː	bə+zɔː	b ə + z ɔː		1147 1146	1147 1146	!b !ə + z !ɔː -	i n + i n	1147 1146	thorn thorn	c c + c c	345-1/pʰ 333-1/i + 448-1/dʑ 367-1/ɔˀ 231-16/-
