ID	FREQUENCY	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon	COGIDS	CONCEPTS
15	1	ɕ	s	ɕ	ʂ	dʑ	z	z	z	191:0	buffalo / goral
16	1	ɕ	s	ɕ	ʂ	s	s	ɕ	ɕ	922:0	seven
17	1	ɕ	tɕʰ	ɕ	tɕ	tɕʰ	tɕʰ	tɕʰ	Ø	864:0	rest (n)
18	1	ɕ	h	h	h	h	h	h	h	1084:0	stump (tree) / trunk (tree) / wood
1	14	ŋ	n	ŋ	n	n	n	ɲ	ɲ	64:0, 95:0, 101:0, 236:0, 239:0, 596:0, 673:0, 698:0, 768:0, 950:0, 951:0, 987:0, 1186:0, 1268:0	afternoon / back (n) / bad / civet, palm / fish / language / marrow / morning / otter / silver / smell2 (vi) / tusk / word
1	2	Ø	n	h	n	n	m	n	n	223:0, 225:0	chin / flour
2	2	Ø	kʰ	k	kʰ	Ø	r	Ø	Ø	229:0, 230:0	chin / lightning
3	2	Ø	m	Ø	b	m	p	m	m	1169:0, 1276:0	tomorrow / year, next
4	2	Ø	s	ɕ	s	dʑ	tɕʰ	Ø	Ø	312:0, 1106:0	deer, sambar / goat / takin
5	2	Ø	dʑ	dʑ	dz	z	z	z	z	313:0, 476:0	deer, sambar / goat
6	2	Ø	d	Ø	d	Ø	l	n	d	16:0, 1200:0	Indo-Aryan person / veranda
7	2	Ø	t	Ø	d	t	t	p	t	900:0, 1038:0	saliva / spider
8	2	Ø	s	p	tsʰ	s	tɕʰ	tsʰ	tsʰ	640:0, 712:0	liver / mouth
9	1	Ø	s	Ø	tsʰ	Ø	ts	s	s	330:0	dog, wild
10	1	Ø	tɕʰ	tʰ	tɕʰ	tɕʰ	tɕʰ	tɕʰ	Ø	175:0	bring
11	1	Ø	dʑ	Ø	ɖʐ	z	Ø	g	g	192:0	buffalo
12	1	Ø	Ø	n	h	Ø	h	Ø	n	548:0	how many
13	1	Ø	Ø	Ø	n	Ø	m	ɲ	n	547:0	how many
14	1	Ø	w	Ø	w	w	pʰ	w	Ø	607:0	leech, land
15	1	Ø	s	Ø	s	tɕ	tɕ	s	s	574:0	iron
16	1	Ø	dʑ	p	j	j	j	dʑ	Ø	48:0	Shergaon, people of / afternoon
17	1	Ø	tʰ	Ø	tʰ	tʰ	tʰ	t	t	373:0	elephant
18	1	Ø	n	Ø	r	n	n	n	Ø	324:0	disease
19	1	Ø	r	l	r	n	n	r	r	105:0	friend
20	1	Ø	Ø	Ø	ts	Ø	tɕ	c	tɕ	897:0	run
21	1	Ø	Ø	Ø	Ø	Ø	t	tʰ	Ø	1085:0	stump (tree)
22	1	Ø	Ø	d	Ø	l	ɹ	l	l	250:0	cockroach
23	1	Ø	k	Ø	g	k	k	kʰ	kʰ	94:0	back (n)
24	1	Ø	tɕʰ	Ø	tsʰ	tɕʰ	tɕʰ	ts	tɕʰ	198:0	butterfly
25	1	Ø	Ø	Ø	Ø	m	m	b	b	1237:0	wheat
26	1	Ø	r	ɕ	r	r	r	r	r	625:0	light
27	1	Ø	-	ɕ	-	Ø	Ø	Ø	Ø	412:0	finger
28	1	Ø	g	Ø	g	g	Ø	g	k	234:0	civet or spotted wild cat
29	1	Ø	kʰ	kʰ	g	Ø	Ø	g	k	21:0	Khoitam people
30	1	Ø	m	Ø	Ø	j	j	Ø	Ø	816:0	play
31	1	Ø	h	Ø	f	f	pʰ	b	b	617:0	pheasant, kalij
32	1	Ø	kʰ	Ø	kʰ	kʰ	pʰ	Ø	Ø	1233:0	wet
33	1	Ø	tɕ	Ø	tɕ	ts	Ø	tɕ	tɕ	431:0	fly (n)
34	1	Ø	Ø	Ø	p	p	p	b	b	241:0	clitoris
35	1	Ø	pʰ	Ø	pʰ	pʰ	b	Ø	Ø	908:0	sand
36	1	Ø	tʰ	tʰ	tʰ	tʰ	t	d	Ø	352:0	earthworm
37	1	Ø	s	Ø	ʂ	s	s	ts	s	247:0	cloud, mist, fog
38	1	Ø	h	Ø	x	h	h	kʰ	kʰ	612:0	left (side)
39	1	Ø	-	ŋ	-	-	-	Ø	Ø	274:0	crow
1	4	z	z	z	z	z	z	z	z	142:0, 345:0, 383:0, 524:0	bite / dual / face / hold
2	1	z	z	ʑ	Ø	z	z	z	z	483:0	goral
1	5	w	j	w	j	j	j	j	j	244:0, 423:0, 544:0, 1068:0, 1226:0	clothing / dog / house / steal / wear
2	2	w	w	w	w	w	w	w	w	7:0, 817:0	3sg / plough (v)
3	2	w	b	w	b	b	b	pʰ	pʰ	794:0, 953:0	peas / sister, elder
4	1	w	r	w	r	r	r	r	r	329:0	walk, move, go
5	1	w	Ø	w	-	Ø	-	-	-	342:0	dry (adj.)
6	1	w	Ø	w	j	n	j	j	Ø	881:0	roof
7	1	w	pʰ	b	pʰ	w	pʰ	pʰ	p	109:0	bat
8	1	w	Ø	Ø	Ø	Ø	Ø	h	h	430:0	flow
1	31	tʰ	tʰ	tʰ	tʰ	tʰ	tʰ	tʰ	tʰ	4:0, 44:0, 50:0, 71:0, 89:0, 125:0, 203:0, 270:0, 271:0, 276:0, 283:0, 327:0, 349:0, 361:0, 514:0, 520:0, 576:0, 595:0, 759:0, 776:0, 818:0, 1104:0, 1117:0, 1119:0, 1126:0, 1140:0, 1143:0, 1164:0, 1196:0, 1203:0, 1278:0	2pl.incl / Sherdukpen / Thembang people / all / associative / beer filter / cap, hat / cover (v) / creeper, vine / dog / ear / eggplant / heart / here / ladder / oil / palm, sole / plural / rope / short / take / that / that side / thick / think / this / today / trunk (tree) / up there / vagina / village / year, this
2	2	tʰ	d	d	d	d	d	t	t	233:0, 1087:0	civet or spotted wild cat / finger / stump (tree)
3	2	tʰ	tʰ	tʰ	d	tʰ	tʰ	d	d	748:0, 825:0	nine / prohibitive prefix
4	1	tʰ	tʰ	tʰ	tʰ	tʰ	t	t	t	114:0	bear
5	1	tʰ	Ø	tʰ	t	tʰ	tʰ	tʰ	Ø	733:0	neck
6	1	tʰ	tʰ	tʰ	tʰ	tʰ	tʰ	tʰ	t	173:0	bridge
1	13	tɕʰ	tɕʰ	tɕʰ	tɕʰ	tɕʰ	tɕʰ	tɕʰ	tɕʰ	13:0, 123:0, 249:0, 285:0, 328:0, 408:0, 468:0, 485:0, 924:0, 1060:0, 1067:0, 1138:0, 1161:0	Indo-Aryan person / bee / cockroach / daughter-in-law / few, little / garden / gourd / honey / shade / squirrel, flying / star / thing / till (hoe)
2	10	tɕʰ	tɕʰ	tɕʰ	tsʰ	tɕʰ	tɕʰ	tsʰ	tɕʰ	58:0, 154:0, 334:0, 357:0, 688:0, 742:0, 849:0, 882:0, 1005:0, 1108:0	above, top / boil  (water) / dragon, thunder, lightning / eat / lightning / net for fishing / rice, husked / roof / settle / son-in-law / taro
3	3	tɕʰ	tɕʰ	tɕʰ	ʈʂʰ	tɕʰ	tɕʰ	tɕʰ	tɕʰ	145:0, 378:0, 390:0	black / excrete / far
4	3	tɕʰ	tɕʰ	tɕʰ	tsʰ	tɕʰ	tɕʰ	tɕʰ	tɕʰ	719:0, 1218:0, 1222:0	mud / warm, hot (adj.) / warm, hot (vi) / wash
5	2	tɕʰ	tɕʰ	Ø	tɕʰ	tɕʰ	tɕʰ	tsʰ	tɕʰ	391:0, 1132:0	millet, broomcorn / thin
6	2	tɕʰ	tɕ	tɕʰ	ts	tɕ	tɕ	ts	tɕ	281:0, 1023:0	cut / sparrow
7	2	tɕʰ	tɕʰ	tɕʰ	tsʰ	s	Ø	tɕʰ	tɕʰ	525:0, 534:0	honey / hornet
8	2	tɕʰ	tɕʰ	tɕʰ	dʑ	tɕʰ	tɕʰ	tɕʰ	tɕʰ	87:0, 110:0	ash / bat
9	2	tɕʰ	tɕʰ	tɕ	tɕʰ	tsʰ	Ø	Ø	Ø	533:0, 664:0	hornet / make
10	1	tɕʰ	dʑ	tɕʰ	dz	dʑ	Ø	dʑ	dʑ	1199:0	veranda
11	1	tɕʰ	tɕʰ	ɕ	tsʰ	tɕʰ	tɕʰ	tsʰ	tɕʰ	930:0	sharp
12	1	tɕʰ	tɕʰ	tɕʰ	tɕʰ	tɕʰ	tɕʰ	kʰ	tɕʰ	967:0	six
13	1	tɕʰ	dʑ	tɕʰ	ɖʐ	dʑ	dʑ	ɟ	dʑ	80:0	ant
14	1	tɕʰ	tɕ	tɕʰ	Ø	Ø	tɕʰ	tɕʰ	Ø	1052:0	split
15	1	tɕʰ	tɕʰ	tɕʰ	tɕʰ	tɕʰ	tɕʰ	cʰ	tɕʰ	143:0	bitter (vi)
16	1	tɕʰ	Ø	tɕʰ	tsʰ	z	tɕʰ	tsʰ	Ø	899:0	saliva
1	5	tɕ	tɕ	tɕ	tɕ	tɕ	tɕ	z	tɕ	429:0, 433:0, 586:0, 1256:0, 1270:0	fly (n) / sour / trivet / window / wring, squeeze
2	2	tɕ	tɕʰ	t	tsʰ	tɕʰ	tɕʰ	tɕʰ	tɕʰ	609:0, 839:0	leech, water / put
3	1	tɕ	tɕ	tɕ	dz	Ø	Ø	Ø	Ø	384:0	falcon
4	1	tɕ	Ø	tɕ	ts	tɕ	tɕ	ts	Ø	587:0	kiss (n)
5	1	tɕ	Ø	tɕ	tsʰ	s	tɕʰ	tsʰ	tɕʰ	711:0	mouth
1	3	tsʰ	tɕʰ	tsʰ	tsʰ	tɕʰ	tɕʰ	tsʰ	Ø	79:0, 459:0, 488:0	angry (vi) / rain (n) / word
2	2	tsʰ	Ø	tsʰ	tsʰ	tɕʰ	tɕʰ	tɕʰ	Ø	268:0, 738:0	cough (vi) / need to, have to
3	1	tsʰ	tɕ	tsʰ	ts	tɕ	tɕ	ts	tɕ	702:0	mortar (wood)
1	11	ts	tɕ	ts	ts	tɕ	tɕ	ts	tɕ	189:0, 449:0, 507:0, 509:0, 686:0, 690:0, 807:0, 809:0, 1056:0, 1075:0, 1098:0	buckwheat, sweet / hard / hatch / middle / centre / millet, finger / pinch / pine kindle / sparrow / squirrel / stich / sweet
2	2	ts	s	ts	s	ts	s	s	s	232:0, 238:0	civet or spotted wild cat / clean
3	1	ts	Ø	ts	Ø	tɕ	tɕ	tɕ	Ø	346:0	eagle, buzzard
4	1	ts	tɕ	ts	ts	tɕ	tɕ	tɕʰ	Ø	252:0	cold
5	1	ts	tɕʰ	tɕʰ	ts	tɕ	tɕ	ts	tɕ	723:0	nail
6	1	ts	Ø	ts	d	tɕ	tɕ	d	Ø	436:0	fodder
1	18	t	t	t	t	t	t	t	t	23:0, 35:0, 66:0, 74:0, 157:0, 246:0, 451:0, 482:0, 540:0, 584:0, 616:0, 622:0, 633:0, 751:0, 952:0, 1049:0, 1078:0, 1149:0	Khoitam people / Puroik / afternoon / allative / cloud, mist, fog / frog / horse / horsefly / kick (v) / left (side) / lie (n) / lightning / noon / shoulder / sing / spit / spittle, spit / story / thousand / year / year, this
2	2	t	tʰ	t	tʰ	tʰ	tʰ	tʰ	tʰ	944:0, 1048:0	spit / throw / tooth
3	1	t	t	t	tʰ	t	t	t	t	677:0	marten
4	1	t	d	t	d	d	d	d	d	120:0	beautiful / light / short / slowly / soft / smooth / thin
5	1	t	t	t	ʈʂʰ	tʰ	tʰ	Ø	Ø	1148:0	thousand
6	1	t	t	tʰ	tʰ	Ø	Ø	t	t	1205:0	waist
7	1	t	Ø	b	t	t	Ø	t	Ø	144:0	same, equal
8	1	t	n	t	n	n	n	n	n	255:0	comb
9	1	t	tʰ	t	tʰ	t	t	t	t	710:0	mouse, rat
1	18	s	s	s	s	s	s	s	s	60:0, 103:0, 237:0, 365:0, 404:0, 407:0, 442:0, 469:0, 479:0, 486:0, 606:0, 652:0, 709:0, 913:0, 1001:0, 1116:0, 1167:0, 1253:0	aconite / banana / civet, palm / eight / fern, fiddlehead / garden / garlic / gold / grandfather / leaf litter / lungs / mouse, rat / search / soil, earth / ten / tomorrow / wind / year, next
2	1	s	s	Ø	ʂ	s	s	s	s	81:0	ant / year, next
3	1	s	Ø	ɕ	ɕ	Ø	Ø	s	Ø	38:0	Puroik
4	1	s	z	s	s	s	s	s	s	1039:0	spider
1	8	r	r	l	r	r	r	r	r	263:0, 480:0, 577:0, 646:0, 706:0, 856:0, 919:0, 1081:0	corpse / jackal / long / mountain peak / reap / serow / soda ash / straight
1	23	pʰ	pʰ	pʰ	pʰ	pʰ	pʰ	pʰ	pʰ	40:0, 82:0, 92:0, 106:0, 112:0, 167:0, 216:0, 314:0, 353:0, 444:0, 570:0, 588:0, 608:0, 637:0, 665:0, 746:0, 812:0, 829:0, 943:0, 1017:0, 1131:0, 1159:0, 1194:0	Rahung, people of / arrive / axe / barley / beans / branch / defeat (vi) / earthworm / forget / insect / knee / leech, land / leech, water / liquor / male / night / nose / peas / plait / pumpkin / shelf / shoulder / sow, broadcast / thigh / tiger / uproot / wing
2	2	pʰ	b	b	b	b	b	pʰ	b	113:0, 278:0	beans / cucumber
3	2	pʰ	pʰ	pʰ	pʰ	pʰ	pʰ	pʰ	p	86:0, 111:0	ash / bat
4	2	pʰ	h	pʰ	f	pʰ	h	pʰ	pʰ	424:0, 531:0	flour / hornbill
5	1	pʰ	Ø	pʰ	pʰ	pʰ	pʰ	p	p	545:0	how many
6	1	pʰ	Ø	pʰ	Ø	p	p	p	p	775:0	palm, sole
7	1	pʰ	b	pʰ	b	b	b	b	b	1147:0	thorn
8	1	pʰ	h	pʰ	f	h	h	h	h	668:0	man
1	7	p	p	p	p	p	p	p	p	28:0, 212:0, 539:0, 562:0, 827:0, 1071:0, 1225:0	Monpa / boil (n) / horsefly / hunter / knee / leech, land / left (side) / pulse / steam / wealthy
2	3	p	pʰ	p	pʰ	pʰ	pʰ	pʰ	pʰ	464:0, 739:0, 1179:0	full / needle / swell / trivet
3	3	p	b	p	b	b	b	b	b	1013:0, 1269:0, 1277:0	sour / work / year, this
4	2	p	dʑ	p	dʑ	Ø	dʑ	l	p	32:0, 435:0	Namshu people / leech, land / sparrow
5	2	p	b	b	b	b	b	b	Ø	397:0, 1272:0	father / year, next
6	1	p	b	p	pʰ	pʰ	pʰ	p	p	197:0	butterfly
7	1	p	p	p	p	p	p	b	p	445:0	four
8	1	p	dʑ	b	dʑ	Ø	dʑ	dʑ	dʑ	18:0	Jerigaon people / Khoitam people / Rahung, people of / Sherdukpen / Thembang people
1	23	n	n	n	n	n	n	n	n	3:0, 5:0, 6:0, 24:0, 181:0, 221:0, 335:0, 344:0, 457:0, 498:0, 638:0, 745:0, 872:0, 895:0, 898:0, 948:0, 955:0, 972:0, 986:0, 993:0, 1041:0, 1095:0, 1096:0	2pl.excl / 2pl.incl / 2sg / Miji people / brother, younger / child / dragon, thunder, lightning / frost / hail / lightning / listen, heed / moon, month / night / rice, unhusked, paddy / rub / sago / shake / sick (vi) / sister, younger / sky / smell1 (vi) / snow / spider / sun, day / thunder (vi)
2	1	n	h	n	n	n	n	n	n	300:0	day before yesterday
3	1	n	Ø	l	l	l	Ø	l	Ø	458:0	wait
4	1	n	n	n	n	n	pʰ	n	Ø	33:0	Namshu people / rain (n) / tomorrow / year, next
5	1	n	h	Ø	r	Ø	Ø	n	n	296:0	day before two days
6	1	n	n	n	n	n	p	n	n	1254:0	wind
1	35	m	m	m	m	m	m	m	m	22:0, 30:0, 43:0, 46:0, 57:0, 59:0, 76:0, 83:0, 102:0, 185:0, 196:0, 214:0, 224:0, 277:0, 284:0, 316:0, 382:0, 393:0, 400:0, 438:0, 471:0, 500:0, 551:0, 567:0, 578:0, 634:0, 694:0, 704:0, 714:0, 762:0, 769:0, 787:0, 830:0, 848:0, 1217:0	Monpa / Sherdukpen / achieve, obtain / amaranth / arrow / bamboo / buckwheat, bitter / butter / chest / chili / cucumber / daughter / deity, ghost / eye / face / female / finger / forehead / garlic / hair (body): feather / imperative / jackal / lightning / mithun / mother / much / mushroom / old / otter / path, road / potato-bean / pumpkin / radish / sky / sun, day / thunder (vi) / walnut / woman
2	3	m	m	m	m	m	pʰ	m	m	104:0, 1092:0, 1137:0	banana / maize / sugarcane / thing / waist
3	1	m	m	m	m	Ø	-	m	m	121:0	bee
4	1	m	n	m	n	m	m	ɲ	ɲ	1249:0	who
5	1	m	m	p	m	m	m	m	m	682:0	medicine
6	1	m	w	m	w	Ø	m	m	Ø	116:0	beat, hit
1	36	l	l	l	l	l	l	l	l	12:0, 78:0, 97:0, 118:0, 151:0, 156:0, 162:0, 165:0, 166:0, 176:0, 222:0, 235:0, 287:0, 288:0, 351:0, 355:0, 406:0, 466:0, 519:0, 528:0, 541:0, 582:0, 594:0, 615:0, 620:0, 648:0, 705:0, 815:0, 891:0, 936:0, 945:0, 1024:0, 1171:0, 1191:0, 1232:0, 1240:0	Bugun / angry (vi) / back (wards) / beautiful / borrow / day after tomorrow / ear / earthworm / fetch / fruit / heart / heavy / hornbill / horsefly / in / kick (v) / knee / ladder / left (side) / leg / lick / look / lungs / mountain / penis / play / radish / round, small object / shoe, footwear / shoulder / sparrow / thigh / tongue / trunk (tree) / up there / wet / where
2	19	l	r	l	r	r	r	r	r	41:0, 148:0, 183:0, 253:0, 325:0, 375:0, 381:0, 409:0, 422:0, 427:0, 443:0, 447:0, 452:0, 478:0, 508:0, 521:0, 581:0, 651:0, 868:0	Rahung, people of / brother-in-law / cold (vi) / deep / do / empty / field / float / forest / friend / frog / goitre / head / here / kick (v) / knee / lungs / morning / rib / sister, younger / sparrow
3	4	l	l	l	l	r	r	l	l	163:0, 603:0, 1077:0, 1163:0	bow / leaf / quiver / stone / today
4	2	l	l	l	h	l	l	l	l	315:0, 572:0	deity, ghost / intestines
5	2	l	b	b	b	b	m	b	b	211:0, 301:0	charcoal / peas
6	1	l	f	l	pʰ	pʰ	pʰ	pʰ	pʰ	107:0	bastard
7	1	l	Ø	l	Ø	h	h	h	h	1008:0	song
8	1	l	r	n	r	r	r	r	r	131:0	belly, abdomen
9	1	l	l	l	l	r	l	l	l	916:0	seed
10	1	l	Ø	l	l	Ø	l	d	Ø	62:0	after / behind
11	1	l	l	l	l	l	r	l	l	55:0	ablative / that side
12	1	l	l	l	l	l	n	l	l	290:0	day after two days
1	36	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	25:0, 37:0, 39:0, 45:0, 52:0, 61:0, 72:0, 96:0, 128:0, 134:0, 155:0, 182:0, 200:0, 210:0, 272:0, 297:0, 333:0, 356:0, 398:0, 460:0, 484:0, 511:0, 558:0, 624:0, 741:0, 747:0, 749:0, 855:0, 926:0, 992:0, 997:0, 1009:0, 1076:0, 1079:0, 1120:0, 1187:0	Miji people / after / back (wards) / behind / belt / boil (n) / call for / charcoal / creeper, vine / day before yesterday / down (visible) / earthworm / five / frying pan / gourd / head / hungry (vi) / lift completely, carry / millet, foxtail / nest, hive, womb / nine / nomen agentis / rainbow / saliva / shake / smoke / snatch away / soda ash / soup, liquid, broth, juice / stick / story / that side / twenty / under, below / up; ascend / waist / walnut / water
2	13	kʰ	tɕʰ	kʰ	ʈʂʰ	tɕʰ	tɕʰ	kʰ	kʰ	14:0, 146:0, 209:0, 286:0, 527:0, 583:0, 796:0, 1046:0, 1063:0, 1065:0, 1090:0, 1107:0, 1188:0	Indo-Aryan person / cave / cry / horn / kick (v) / pheasant, kalij / pull / spit / squirrel, flying / stand (up) / suck / takin / twist
3	4	kʰ	kʰ	kʰ	g	kʰ	kʰ	g	kʰ	202:0, 350:0, 448:0, 718:0	cap, hat / ear / friend / mud / sand
4	4	kʰ	h	h	f	h	h	h	h	69:0, 273:0, 399:0, 771:0	alive, healthy / crow / fear (vi) / outside
5	3	kʰ	h	h	f	f	h	f	f	150:0, 743:0, 786:0	blow (wind) / new / partridge
6	3	kʰ	tɕʰ	kʰ	tɕʰ	tɕʰ	tɕʰ	kʰ	kʰ	161:0, 201:0, 1014:0	borrow / cane / sour
7	2	kʰ	g	kʰ	g	g	g	g	g	503:0, 1214:0	hair (head) / walking stick
8	2	kʰ	kʰ	kʰ	g	kʰ	kʰ	kʰ	kʰ	27:0, 380:0	boil (n) / eye
9	2	kʰ	k	kʰ	kʰ	k	k	k	k	566:0, 970:0	ice / skin, bark
10	1	kʰ	kʰ	kʰ	x	Ø	kʰ	kʰ	kʰ	122:0	bee
11	1	kʰ	g	kʰ	kʰ	g	kʰ	g	kʰ	645:0	locative / together with
12	1	kʰ	h	kʰ	x	k	k	k	k	158:0	bone
13	1	kʰ	h	kʰ	x	h	kʰ	h	h	1158:0	tie (vt)
14	1	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	k	k	589:0	knee / pillow
15	1	kʰ	-	kʰ	ʈʂʰ	k	kʰ	k	k	152:0	boar, wild
16	1	kʰ	k	kʰ	Ø	kʰ	kʰ	kʰ	Ø	127:0	beer strainer
1	10	k	k	k	k	k	k	k	k	169:0, 217:0, 331:0, 386:0, 401:0, 463:0, 949:0, 1235:0, 1248:0, 1257:0	amaranth / chew / door / falcon / forehead / knee / much / sick (vi) / wheat / white / window
2	3	k	tɕ	k	tɕ	tɕ	tɕ	k	kʰ	126:0, 289:0, 591:0	beer strainer / day after two days / knee
3	2	k	tɕʰ	kʰ	tɕʰ	tɕʰ	tɕʰ	cʰ	tɕʰ	218:0, 990:0	chicken / snake
4	2	k	k	k	kʰ	k	g	kʰ	k	504:0, 1057:0	halt, stop / squirrel
5	1	k	h	Ø	x	h	h	h	k	266:0	cotton
6	1	k	tɕ	Ø	ts	k	k	k	k	366:0	elbow
7	1	k	k	k	kʰ	k	k	k	k	75:0	marten
8	1	k	tɕ	Ø	tɕ	Ø	Ø	kʰ	kʰ	291:0	day before two days
9	1	k	Ø	k	ʈʂʰ	k	k	Ø	k	311:0	deer, barking
10	1	k	kʰ	Ø	Ø	kʰ	kʰ	Ø	kʰ	781:0	partridge
11	1	k	kʰ	k	kʰ	h	kʰ	k	k	933:0	sheep
1	21	j	j	j	j	j	j	j	j	178:0, 184:0, 194:0, 318:0, 377:0, 396:0, 421:0, 439:0, 489:0, 499:0, 564:0, 601:0, 644:0, 843:0, 878:0, 946:0, 1062:0, 1141:0, 1204:0, 1211:0, 1252:0	brother (elder) / descend / excrement / fat (n) / flee / frying pan / grandmother / hail / husband / late (vi) / light / load (n) / question / ripe / shoulder / squirrel, flying / thirsty (vi) / veranda / vomit / wake up / wife
2	2	j	j	j	j	w	w	j	Ø	228:0, 1127:0	chin / thief
3	2	j	j	j	j	j	h	j	h	65:0, 1283:0	split / yesterday
4	2	j	h	j	j	h	h	p	p	208:0, 1034:0	cattle, cow / spicy, pungent
5	1	j	j	j	Ø	Ø	j	w	Ø	320:0	dig
6	1	j	w	j	w	w	w	w	w	947:0	shy, ashamed (vi)
7	1	j	-	j	-	-	Ø	-	-	262:0	copula, negative
8	1	j	h	j	x	h	h	h	h	490:0	green / white
1	1	hw	h	hw	f	h	h	h	h	140:0	bird / falcon
2	1	hw	h	hw	x	h	h	h	h	1150:0	thread
1	16	h	h	h	x	h	h	h	h	49:0, 147:0, 168:0, 354:0, 376:0, 428:0, 635:0, 649:0, 800:0, 886:0, 889:0, 912:0, 1018:0, 1155:0, 1198:0, 1281:0	blood / earthworm / fall / flow / like, love / louse / pheasant, tragopan / red / root / rot (vi) / scratch / smell1 (vi) / sow, broadcast / spit / spittle, spit / thunder (vi) / vegetable, leafy / yellow
2	6	h	h	h	h	h	h	h	h	193:0, 437:0, 658:0, 752:0, 764:0, 902:0	burn (vi) / food / machete / noon / one / salt
3	5	h	Ø	h	h	l	l	l	l	721:0, 814:0, 823:0, 937:0, 1070:0	naga, serpent deity / plant  (vt) / pour / shoe, footwear / steam
4	4	h	n	h	n	n	n	n	n	359:0, 755:0, 835:0, 974:0	mouth / nose / pus / slowly
5	1	h	s	h	s	s	s	s	s	132:0	belly, abdomen / lungs
6	1	h	pʰ	hw	b	pʰ	pʰ	b	pʰ	219:0	chicken / dog / snake
7	1	h	w	h	w	m	m	m	m	149:0	blow
8	1	h	Ø	-	-	-	Ø	Ø	Ø	1241:0	where
9	1	h	-	h	-	-	-	-	-	410:0	finger / hand, arm / nail
10	1	h	g	Ø	g	Ø	g	g	g	1028:0	speak
11	1	h	h	ɕ	x	h	h	h	h	867:0	rib
