h a ŋ	^	3	machete	machete / crow / steam
tɕʰ ɔ ŋ	$	3	veranda	veranda / gourd
z ɛ ʔ	$	3	dirty	dirty
j ɔʰ	$	3	grandmother	grandmother
j a m	^	3	roof	roof
n ɛːʰ	$	3	tail	tail
j ɔˀ		3	clothing	clothing
tɕʰ u ɹ	$	3	garden	garden / saliva
tʰ a k	^	3	creeper, vine	creeper, vine
m i	$	3	sun, day	sun, day / dirty
s ɛ̃ ĩ		3	iron	iron / liver
s		3	morning	morning / Puroik
h ɔ̃	$	3	vegetable, leafy	vegetable, leafy
tɕ u ŋ	$	3	window	window
g ɔ		3	locative	locative / cotton / outside
m a n	$	3	old	old
j u ŋ	^	3	ripe	ripe
s ɔ k		3	comparative degree	comparative degree
k ɔ ŋ	$	3	marten	marten / amaranth
d ɔ̃ː	$	3	when	when
j ɛː		3	excrement	excrement
yː		3	wipe	wipe
m iː	$	3	woman	woman / sky / daughter
k ɔː	$	3	forehead	forehead
tʰ øˀ		3	throw	throw
k i k	$	3	bone	bone
dʑ ɛ ʔ		3	break	break
h a n		3	one	one
h aː		3	food	food / blood
s ɔˀ		3	tell	tell
l ə		3	trunk (tree)	trunk (tree) / knee
r ɔ ŋ	$	3	jackal	jackal
w aː		3	3sg	3sg
ts ɔː		3	squirrel	squirrel / run
dʑ y ŋ	$	3	walking stick	walking stick
tɕ ɛ n	$	3	cold	cold / millet, finger
ɲ i		3	patient marker	patient marker / gum
b ɔː	$	3	father	father
tɕʰ a n		3	fly (vi)	fly (vi)
m i		3	who	who / lightning
k iː	$	3	deer, barking	deer, barking
h yː		3	like, love	like, love / scratch / blow (wind)
ʑ i		3	urine	urine / quiver
r a m		3	cold (vi)	cold (vi) / reap
u		3	come	come / beautiful
j ɛːʰ	$	3	husband	husband
d ɛ̃ː		3	lap	lap
n y		3	chin	chin / afternoon
kʰ ɐ k		3	waist	waist / halt, stop
l a ŋ	^	3	steam	steam / straight / 3sg
m ɐ̃ː		3	butter	butter / achieve, obtain
w a n		3	shy, ashamed (vi)	shy, ashamed (vi)
pʰ l ɔːʰ	$	3	bastard	bastard
m ɔ n	^	3	Monpa	Monpa
tʰ j a	$	3	that side	that side
p ɕ i ŋ		3	swell	swell / full
h ɛ		3	burn (vi)	burn (vi)
h y ŋ		3	flow	flow / fall
tɕʰ ɔ̃		3	excrete	excrete
j ũ ŋ		3	thirsty (vi)	thirsty (vi)
t ɔ p	$	3	mouse, rat	mouse, rat
r ɛˀ		3	kick (v)	kick (v) / field
j u		3	descend	descend / chin
dʑ ɐ k		3	wool	wool / wait
d ũː	$	3	when	when
dʑ u	^	3	woman	woman / buckwheat, bitter
tʰ ɔ ŋ	$	3	neck	neck / cap, hat
kʰ u s		3	bee	bee / Khoitam people
s ɛ̃ː	^	3	Shergaon, people of	Shergaon, people of
l ɛː		3	tongue	tongue
r ɔˀ		3	walk, move, go	walk, move, go
tɕʰ a ŋ		3	above, top	above, top / bee
l ɛˀ		3	leg	leg
kʰ ɔ̃ː		3	hungry (vi)	hungry (vi) / twenty
ɕ i ŋ	$	3	wet	wet / maize
tɕ ə		3	sparrow	sparrow / elbow
r ĩː		3	lungs	lungs / gum
tsʰ i k		3	angry (vi)	angry (vi) / word
tɕʰ a w	$	3	sharp	sharp / mouth
tɕ a m	$	3	millet, finger	millet, finger
z ɔ m		3	hold	hold
tʰ aː	$	3	dog	dog
pʰ l a k		3	forget	forget
b a ŋ		3	Thembang people	Thembang people
j i	$	3	grandmother	grandmother / this
h eˀ		3	sow, broadcast	sow, broadcast
pʰ ə	^	3	leech, land	leech, land / pheasant, kalij / belly, abdomen
b ɛ ŋ	^	3	deaf	deaf / charcoal
kʰ u ŋ		3	up; ascend	up; ascend
dʑ u k		3	stab	stab
p uː	$	3	cattle, cow	cattle, cow / knee
m ɔ ŋ		3	chili	chili
dʑ a p	$	3	good	good
j ɔː		3	steal	steal
w a		3	walk, move, go	walk, move, go / flow
n ɐ̃		3	comb	comb / slowly
r ə		3	Rahung, people of	Rahung, people of
t a n	$	3	noon	noon / story
d u ŋ	^	3	frog	frog / sit
m ɛˀ		3	bamboo	bamboo
dʑ i ŋ		3	sleep	sleep
s eˀ	$	3	forest	forest
dʑ u	$	3	sugarcane	sugarcane / sit
b oː	$	3	father	father / leaf litter
l ɛˀ	$	3	wet	wet / leaf
kʰ o k		3	day before yesterday	day before yesterday
h ɔ̃ː		3	rot (vi)	rot (vi) / earthworm
b ɔ	^	3	navel	navel / copula, negative
d i	^	3	leech, water	leech, water / yesterday / daughter
tɕ a n		3	small	small / sister, younger
kʰ ɔ p		3	nest, hive, womb	nest, hive, womb
k a n	$	3	boar, wild	boar, wild
s uː	$	3	grandfather	grandfather
kʰ y ŋ	$	3	after	after
p a ɹ	$	3	palm, sole	palm, sole
ɕ i ŋ		3	sew	sew / wood
z i		3	quiver	quiver
l ɔ w	^	3	day after two days	day after two days / day after tomorrow
w ɛ n		3	shy, ashamed (vi)	shy, ashamed (vi)
m u		3	mushroom	mushroom / navel
r ũː		3	reap	reap
ɕ i		3	give	give / rib
b a n	^	3	eggplant	eggplant
p ɔ	$	3	hunter	hunter
kʰ a n	$	3	sour	sour / boar, wild / charcoal
m ɛ	$	3	much	much
w u ŋ	$	3	spirit, soul, shadow	spirit, soul, shadow
l ɛːʰ	$	3	intestines	intestines
tʰ aː	^	3	this	this
tɕʰ ɛː		3	buy	buy
s a w		3	dog, wild	dog, wild / search
kʰ iː		3	borrow	borrow / kick (v)
dʑ a		3	tuber	tuber / cure (vi)
z a n		3	goral	goral
dz i ŋ		3	sleep	sleep
dʑ y	^	3	thief	thief / yesterday
kʰ a ŋ	^	3	boil (n)	boil (n)
u k	$	3	soybean	soybean
j u k	$	3	soybean	soybean
s i k		3	seven	seven
j a	^	3	quarrel (v)	quarrel (v) / shoulder
r i	$	3	soda ash	soda ash / serow / arrow
w a	^	3	dog	dog / dry (adj.)
n u k		3	sago	sago / language
r ɔ		3	ablative	ablative / outside / walk, move, go
k a w		2	door	door
tɕʰ u p		2	six	six
s t ɔ p		2	squirrel	squirrel
tʰ ɐ k	$	2	rope	rope
pʰ l ɔː	$	2	butterfly	butterfly / bastard
tsʰ u k		2	net for fishing	net for fishing
ts ɔ k		2	hatch	hatch
n i ŋ	$	2	belly, abdomen	belly, abdomen / gum
n		2	how many	how many
ʑ ɔː	^	2	man	man
kʰ i	^	2	eye	eye / frying pan
d ĩː		2	lap	lap
ʑ ɛ t		2	tear (vt)	tear (vt)
l ɛ j		2	play	play / leg
dʑ a m p		2	cure (vi)	cure (vi)
dʑ i	^	2	thief	thief / human being
s ũː		2	bridge, hanging	bridge, hanging
tɕ ɔ̃ː	$	2	right	right
r a p	$	2	leaf	leaf
i	^	2	bone	bone / root
pʰ l ɔ̃ː	$	2	bat	bat / butterfly
ɛ̃ˀ		2	recognise	recognise
pʰ l ɐ k		2	forget	forget
g u n	^	2	buckwheat, sweet	buckwheat, sweet
kʰ e		2	bee	bee / down (visible)
h i	^	2	belly, abdomen	belly, abdomen
h ɛ m	^	2	nose	nose
t u s	$	2	spittle, spit	spittle, spit
b i n		2	sleep	sleep
w a ŋ	$	2	bat	bat
tɕ u m	^	2	sour	sour
n ɐ̃ʰ	$	2	pus	pus
z u m		2	hold	hold
l a n		2	look	look
t a p		2	lightning	lightning
k a m	^	2	cotton	cotton / partridge
l uˀ	$	2	axe	axe / goitre
k u		2	door	door / chew
tɕʰ i	^	2	honey	honey
ɕ ɔ ŋ	$	2	quarrel (v)	quarrel (v)
n ɔ̃ː	$	2	Miji people	Miji people
tɕʰ ɛ t		2	make	make / excrete
ɲ i n		2	silver	silver
m ɛ j		2	face	face / bamboo
g ɔ ŋ		2	fence	fence
kʰ ɛ		2	call for	call for
j ɔ w		2	wake up	wake up
n ɔ	^	2	word	word
a ŋ		2	go	go
b ɹ yː		2	round, small object	round, small object
k u	^	2	sick (vi)	sick (vi)
b a p		2	pheasant, tragopan	pheasant, tragopan
ts ə	^	2	dog, wild	dog, wild / cloud, mist, fog
kʰ ɔ m	$	2	pillow	pillow
pʰ ɔ̃ː		2	tiger	tiger
b ɔ		2	negative prefix	negative prefix
w u j		2	plough (v)	plough (v) / 3sg
t ɔ m		2	year	year
i		2	die	die
b l a t		2	work	work
pʰ ɐ	$	2	cotton	cotton
pʰ u ŋ		2	Rahung, people of	Rahung, people of
kʰ oː	$	2	soup, liquid, broth, juice	soup, liquid, broth, juice
s a m	^	2	mouse, rat	mouse, rat
tʰ yː	$	2	ladder	ladder / that
s a		2	soil, earth	soil, earth
kʰ a m		2	hungry (vi)	hungry (vi)
h ũː	$	2	outside	outside
ts ɛ̃ː	$	2	neck	neck / maize
ts ə		2	elbow	elbow / sparrow
l j a		2	up there	up there
ts i ŋ	$	2	nail	nail
kʰ ɐ		2	stick	stick
tsʰ a k	$	2	millet, broomcorn	millet, broomcorn / taro
s ɐ		2	soil, earth	soil, earth
j ɐʰ	$	2	grandmother	grandmother
m uː		2	bee	bee / charcoal
kʰ ɛ j	^	2	walking stick	walking stick / spear
dʑ ə		2	deep	deep
tsʰ u m		2	mortar (wood)	mortar (wood)
l u j		2	borrow	borrow / tongue
dz eː		2	tired (vi)	tired (vi)
ɲ a m	$	2	tiger	tiger
w a t		2	clothing	clothing
tɕʰ øˀ		2	spit	spit
tsʰ iː		2	honey	honey / give
tɕʰ a t		2	excrete	excrete / cut
ɕ a	$	2	pumpkin	pumpkin
h u		2	naga, serpent deity	naga, serpent deity
dʑ ɔː		2	live, stay	live, stay
pʰ ɔ m	^	2	beans	beans / peas
tsʰ a k		2	cliff, ravine	cliff, ravine / settle
j ɔ	$	2	afternoon	afternoon
b eː	$	2	clitoris	clitoris
n ɔ	$	2	pus	pus
g a		2	1sg	1sg
l a m		2	cold (vi)	cold (vi)
pʰ u		2	insect	insect
l u m		2	gum	gum / path, road
h ɛ n	^	2	neck	neck
tɕ ĩ	^	2	trivet	trivet
s t eː	^	2	speak	speak
l ɔː	$	2	where	where / deity, ghost
r a n		2	cold (vi)	cold (vi)
kʰ ɐ k	$	2	belt	belt
b l ɐːʰ	$	2	tasty	tasty
h ɛ n	$	2	new	new
tʰ i k		2	plural	plural
tɕ i ŋ		2	fly (n)	fly (n)
k oː	^	2	window	window
tʰ a w		2	vagina	vagina
s e	$	2	forest	forest
m ɛ m	^	2	cucumber	cucumber
a t		2	kill	kill
t ɔ m	$	2	kick (v)	kick (v)
kʰ a j		2	stick	stick / down (visible)
s u m	^	2	leaf litter	leaf litter
tʰ ɛ k		2	plural	plural
d ɔ		2	day before yesterday	day before yesterday
tsʰ a w		2	boil  (water)	boil  (water) / jump
tʰ i n		2	think	think
p eː		2	clitoris	clitoris
r ə	^	2	frog	frog / forest
tʰ u		2	vagina	vagina
n ɔ w	$	2	brother, younger	brother, younger
ʈʂʰ eˀ		2	cry	cry / cave
b ɹ ɔː		2	song	song / round, small object
kʰ u s	$	2	bone	bone
pʰ y k		2	knee	knee
tɕʰ y ŋ	^	2	star	star
j a t		2	flee	flee
dʑ u ŋ	$	2	walking stick	walking stick / deer, sambar
z u		2	langur	langur
tɕʰ ɔ		2	boil  (water)	boil  (water)
l ũː	$	2	hornbill	hornbill / shoe, footwear
m a ŋ	^	2	walnut	walnut
r ɐˀ		2	walk, move, go	walk, move, go
i s		2	recognise	recognise
m ɔː		2	bee	bee
kʰ j ɛ ŋ		2	horn	horn / pull
b i ŋ		2	name	name
m e j	^	2	jackal	jackal / sugarcane
dʑ ɔ ŋ	$	2	egg	egg / spear
ʈʂʰ a j ŋ		2	horn	horn / suck
kʰ ɔ m		2	knee	knee
tʰ ɔ	$	2	thousand	thousand
j ɛː	$	2	frying pan	frying pan
n a n		2	smell1 (vi)	smell1 (vi)
t aˀ		2	same, equal	same, equal
t a ŋ		2	Puroik	Puroik
kʰ ɔ j		2	partridge	partridge
ʑ u	$	2	snow	snow
pʰ l uː	$	2	thigh	thigh
b a k	$	2	pig	pig
s yː		2	meet	meet
pʰ o	^	2	beans	beans / peas
n ɔ̃ʰ	$	2	pus	pus
b r uː	$	2	moon, month	moon, month / frost
m a t	$	2	much	much
t y ŋ		2	waist	waist
kʰ eː		2	cry	cry / cave
kʰ ɛ n	$	2	boar, wild	boar, wild
w a m	^	2	roof	roof
tɕʰ ɐ k	$	2	bitter (vi)	bitter (vi) / millet, broomcorn
s i n		2	gold	gold
tʰ ɔː	$	2	eggplant	eggplant
h i		2	day before yesterday	day before yesterday / day before two days
ɲ i s		2	two	two
b aː		2	fire	fire / pine kindle
b l u ŋ	$	2	2pl.excl	2pl.excl
tsʰ a w	$	2	sharp	sharp / mouth
t ɔː		2	allative	allative
ɲ ə	^	2	otter	otter / morning
p ɕ i		2	needle	needle
h a m	$	2	shoe, footwear	shoe, footwear
kʰ i k		2	day before two days	day before two days / twist
l ɛ n	^	2	day after two days	day after two days / day after tomorrow
y k	^	2	dry (adj.)	dry (adj.)
ŋ a k		2	language	language
b r u m	^	2	pumpkin	pumpkin
l ɔ j		2	borrow	borrow / tongue
b ɐʰ	$	2	porcupine	porcupine
ɐ̃ː	$	2	dry (adj.)	dry (adj.)
w a m		2	house	house
pʰ u s		2	sow, broadcast	sow, broadcast
a w		2	itch	itch
tɕʰ eː		2	wash	wash
tʰ ɐ k	^	2	creeper, vine	creeper, vine
w ɔ j		2	plough (v)	plough (v) / 3sg
m ɔ ŋ	^	2	garlic	garlic
f	^	2	pheasant, kalij	pheasant, kalij / partridge
tɕ ɔ k		2	hatch	hatch
j ɛ n		2	shy, ashamed (vi)	shy, ashamed (vi)
ɲ a m	^	2	cat	cat
tʰ e		2	that side	that side / plural
tɕʰ ɔ p		2	net for fishing	net for fishing
r a w	$	2	goitre	goitre
r ɔ	$	2	goitre	goitre / here
ts u m	$	2	eagle, buzzard	eagle, buzzard
j ɔ m	^	2	ripe	ripe
j ɐˀ		2	clothing	clothing
w ɐ k	$	2	pig	pig
kʰ ĩː		2	stand (up)	stand (up)
a j	^	2	quarrel (v)	quarrel (v)
ɲ u		2	fish	fish
ɛ n		2	say	say
l y ŋ	^	2	angry (vi)	angry (vi)
dʑ eː		2	tired (vi)	tired (vi)
tʰ ɛ m		2	Thembang people	Thembang people
kʰ a w		2	snatch away	snatch away / water
tɕ ɐ̃ː	$	2	right	right / small
tɕʰ i k	^	2	cockroach	cockroach / wealthy
ts ĩː	$	2	sweet	sweet
tʰ eˀ		2	throw	throw / plural
d u n	$	2	human being	human being
k a w	$	2	forehead	forehead
kʰ e	$	2	left (side)	left (side)
pʰ aː	$	2	flour	flour
l ɛ j	^	2	kick (v)	kick (v)
j ɔ ŋ		2	load (n)	load (n)
tɕʰ y k	^	2	wealthy	wealthy
b ɛ j	^	2	pine kindle	pine kindle / hearth, fireplace
z a w	$	2	thorn	thorn
tsʰ uː		2	fall	fall / rice, husked
h ɛ̃ː		2	sheep	sheep / food
tsʰ ɐ k		2	cliff, ravine	cliff, ravine / taro
w ɛːʰ	$	2	pangolin	pangolin
s ɔ ŋ		2	spider	spider
g ɐ̃ː		2	speak	speak
ɔ m		2	three	three
ts ɔ ŋ	$	2	middle / centre	middle / centre
r i n	$	2	human being	human being
dʑ a ŋ	^	2	forest	forest
j y ŋ	$	2	hail	hail
pʰ ɐ k		2	liquor	liquor
b u ŋ	^	2	pumpkin	pumpkin
b iː	$	2	cat	cat / eye
tsʰ iː	$	2	sugarcane	sugarcane
tɕʰ oː		2	jump	jump / Namshu people
w u		2	steal	steal
t a s		2	comb	comb
p		2	hearth, fireplace	hearth, fireplace / year, next
j i ŋ	$	2	hail	hail
dʑ i k		2	ask	ask
ɲ a w		2	afternoon	afternoon
ʑ a n	$	2	bad	bad
p ɐ	$	2	hunter	hunter
j ɐ̃		2	wear	wear
t aˀ	$	2	horse	horse / frog
kʰ ɔ n	$	2	new	new / pillow
s a t		2	exit	exit
n u m	$	2	sister, younger	sister, younger
s ɛ t		2	exit	exit
ʑ u		2	melt	melt
tɕ ɔ p	^	2	clitoris	clitoris
ɲ a ŋ	^	2	cat	cat
ts i ŋ		2	buckwheat, sweet	buckwheat, sweet / civet or spotted wild cat
t ɐ̃ː	$	2	noon	noon
h aː	$	2	intestines	intestines / yellow
r ũː ŋ	$	2	straight	straight
j ɛ ŋ		2	play	play
w ɐ k		2	beat, hit	beat, hit
tʰ i	$	2	dog	dog
ʂ u	^	2	porcupine	porcupine / pig
kʰ ɐ̃ː		2	twenty	twenty
h u t	^	2	nail	nail
ʑ i n		2	rub; sharpen	rub; sharpen
pʰ uː		2	plait	plait
g ɛ k		2	count	count
r y ŋ		2	stone	stone
r yː	$	2	deep	deep / 2pl.excl
kʰ a n	^	2	buckwheat, sweet	buckwheat, sweet / cap, hat
ĩˀ		2	recognise	recognise
g ɔ	$	2	together with	together with / here
d aˀ	$	2	son	son / brother (elder)
b u k	^	2	waist	waist
z ɛː		2	laugh	laugh
b aˀ	$	2	sour	sour / leaf litter
tʰ øˀ	$	2	mouse, rat	mouse, rat
tɕ a ŋ		2	squirrel	squirrel / falcon
kʰ i ŋ		2	stand (up)	stand (up)
tsʰ aː	$	2	lightning	lightning / dragon, thunder, lightning
kʰ ɛ j		2	stick	stick / twenty
ɐˀ		2	kill	kill
pʰ a k	^	2	shoulder	shoulder
m ø		2	Sherdukpen	Sherdukpen
s ɐ̃ː		2	ten	ten
z ɐ̃ː	$	2	white	white
dʑ ɛ n		2	small	small
r aˀ		2	kick (v)	kick (v)
b eˀ		2	copula, existential	copula, existential / curcuma sp.
k i t	$	2	day after two days	day after two days / bone
s a m	$	2	clean	clean
l aː	$	2	intestines	intestines
tɕ a ŋ	^	2	squirrel	squirrel
k yː		2	back (n)	back (n)
h i ŋ	^	2	stump (tree)	stump (tree) / trunk (tree)
s ø m	$	2	wind	wind / fern, fiddlehead
b i n	$	2	beans	beans / peas
tʰ ɛ k	$	2	2pl.incl	2pl.incl
w i k		2	blow	blow
tʰ i	^	2	nine	nine
ɕ ɛ t		2	exit	exit
kʰ ɛ k	$	2	pheasant, kalij	pheasant, kalij
ɲ aː	$	2	tail	tail
l a p		2	ear	ear / flame
l e j		2	play	play / leg
tʰ ɔ̃ː	$	2	palm, sole	palm, sole
t u s		2	spit	spit
j ə	^	2	much	much / shoulder
b e j		2	tasty	tasty / fire
dʑ uː	^	2	taro	taro
w ɔː		2	plough (v)	plough (v)
ŋ ɔ j		2	silver	silver
ʑ ɔ p		2	suck	suck
k aˀ		2	chew	chew
g ɛ ʔ	$	2	eight	eight
n iˀ		2	tusk	tusk
ɲ a	^	2	back (n)	back (n)
r i k	^	2	frog	frog
kʰ ɔ w		2	snatch away	snatch away / water
tɕʰ ɔ w		2	boil  (water)	boil  (water)
b ɛ n		2	dream (n)	dream (n)
tʰ u p		2	village	village
r ɔ p	$	2	hearth, fireplace	hearth, fireplace
m ɔ	$	2	mother	mother / much
m ɔ̃ː	$	2	Monpa	Monpa
tɕʰ u ŋ	$	2	gourd	gourd
z aː		2	laugh	laugh
h e	^	2	left (side)	left (side) / manure
kʰ u n	$	2	behind	behind
l ɔ k	$	2	head	head
h ɛˀ		2	food	food / 3sg
ɕ a k	^	2	pulse	pulse
r ɐ k		2	weave	weave
dʑ ɛ ʔ	$	2	eight	eight
b ɛ j		2	fire	fire / cotton
ʐ y k	$	2	angry (vi)	angry (vi) / star
ts u ŋ	$	2	middle / centre	middle / centre
tsʰ ɛ t		2	need to, have to	need to, have to
b ɹ oː		2	song	song
tɕʰ aː		2	buy	buy
kʰ ɔ k	$	2	skin, bark	skin, bark
ɲ i ŋ	^	2	millet, foxtail	millet, foxtail / millet, broomcorn
s ɔː	$	2	pumpkin	pumpkin / mouth
t a n		2	spider	spider / allative
m ɔ	^	2	partridge	partridge / garlic
ts a ŋ	$	2	clean	clean
h ɔ j		2	blood	blood / food
h ɔː	$	2	yesterday	yesterday / deity, ghost
hw a ŋ		2	thread	thread
r a w		2	corpse	corpse
i n		2	say	say
g ɛ t		2	break	break
w ɛ	$	2	leech, land	leech, land
s i ŋ		2	gold	gold
l eː		2	beautiful	beautiful
p ɛ ɹ		2	trivet	trivet
w a s		2	wear	wear
g u ŋ		2	fence	fence
tɕʰ ĩː	^	2	sour	sour
tɕʰ e		2	split	split
l i k	$	2	angry (vi)	angry (vi)
m ɐ k	$	2	otter	otter
ɕ a ŋ	$	2	hair (head)	hair (head)
k aː	$	2	sheep	sheep
t ɔ ŋ	$	2	elephant	elephant
w ɔ	$	2	chest	chest
ɕ i t		2	seven	seven
r i	^	2	forest	forest / mountain peak
p i	$	2	Shergaon, people of	Shergaon, people of / horsefly
j ɔ̃ː		2	thirsty (vi)	thirsty (vi)
b ɛˀ	$	2	brother (elder)	brother (elder)
tʰ ĩː		2	bridge	bridge / take
j iː	$	2	grandmother	grandmother / snow
z ɛ ŋ	$	2	name	name
tɕ iː		2	fodder	fodder
g ɔ̃ː	$	2	speak	speak
dʑ ɔ k		2	stab	stab
ŋ a		2	fish	fish
r u ŋ	$	2	rainbow	rainbow / here
ɟ a ŋ	^	2	forest	forest
tɕ i	^	2	trivet	trivet / sparrow
dʑ ũ ŋ		2	weed, grass	weed, grass
b øˀ		2	curcuma sp.	curcuma sp.
l eˀ	$	2	wet	wet
d a ŋ	$	2	when	when
ɲ yː	$	2	marrow	marrow / brain
j a n		2	house	house
kʰ a s	^	2	beer strainer	beer strainer
m i t		2	blow	blow / arrow
d e	^	2	together with	together with / lap
pʰ ɐʰ	$	2	sand	sand
h u k		2	pour	pour
b ɛ j	$	2	tasty	tasty / porcupine
n ɔ̃	^	2	slowly	slowly
dʑ a p		2	cure (vi)	cure (vi)
dʑ a w		2	live, stay	live, stay
kʰ a ɹ	^	2	story	story
ʂ uː		2	dance	dance / cattle, cow
t a ŋ	$	2	Puroik	Puroik
dʑ ɐ ŋ		2	weed, grass	weed, grass
k ɔ m	$	2	pillow	pillow
r ɛ ŋ		1	cold (vi)	cold (vi)
m o	$	1	mother	mother
n ɐ̃	^	1	slowly	slowly
g eː	$	1	buffalo	buffalo
ɖʐ yː		1	swallow	swallow
r ɛ̃ ĩː	$	1	rib	rib
tʰ y n		1	waist	waist
pʰ ə		1	fly (n)	fly (n)
l ũː ŋ	$	1	steam	steam
tɕʰ u k		1	six	six
tɕʰ ɛ̃ ĩ	^	1	sour	sour
tʰ		1	day before yesterday	day before yesterday
tsʰ ə	^	1	honey	honey
kʰ u m	^	1	pillow	pillow
hw a	^	1	chicken	chicken
tsʰ ɔ̃ː		1	dog, wild	dog, wild
z i k	$	1	angry (vi)	angry (vi)
j ɛ j	^	1	spicy, pungent	spicy, pungent
h aːʰ		1	blood	blood
a ɹ	$	1	dry (adj.)	dry (adj.)
kʰ ɐ̃ː	$	1	charcoal	charcoal
i l		1	ride, mount	ride, mount
kʰ ɔ w	$	1	soup, liquid, broth, juice	soup, liquid, broth, juice
ɕ u m	$	1	straight	straight
ɕ ɔ k	$	1	light	light
g a k		1	halt, stop	halt, stop
tsʰ yː		1	cough (vi)	cough (vi)
h ɐ		1	spicy, pungent	spicy, pungent
z ɛ ɹ	$	1	goral	goral
dʑ ɔ̃ː	^	1	veranda	veranda
s y ŋ	^	1	cloud, mist, fog	cloud, mist, fog
kʰ i	$	1	chicken	chicken
kʰ a ɹ		1	call for	call for
pʰ e	^	1	thorn	thorn
b j ɛ ŋ	^	1	deaf	deaf
j a p		1	attic	attic
t ø n		1	afternoon	afternoon
d o	^	1	rest (n)	rest (n)
dz a j ŋ	$	1	name	name
r a ŋ	^	1	straight	straight
d ɔ̃ h ɔ̃ː	$	1	earthworm	earthworm
l ɔ n		1	come	come
ʈʂʰ ɐ̃		1	excrete	excrete
dz øː	$	1	goat	goat
j i		1	elbow	elbow
r		1	hearth, fireplace	hearth, fireplace
ɖʐ u k		1	stab	stab
ə		1	left (side)	left (side)
ɔ j		1	husband	husband
p ɕ i n	$	1	liver	liver
f ɔː		1	blow (wind)	blow (wind)
r oː	$	1	goitre	goitre
f aː	$	1	flour	flour
kʰ øˀ		1	spit	spit
ɕ u p		1	trivet	trivet
dʑ ɔˀ	$	1	thorn	thorn
t i s	$	1	leech, water	leech, water
tʰ ɔ̃ ŋ	^	1	Sherdukpen	Sherdukpen
j o		1	wake up	wake up
p ã j		1	how many	how many
tɕʰ ɔ t		1	make	make
d y	$	1	warm, hot (adj.)	warm, hot (adj.)
pʰ ɔ̃ː	$	1	bat	bat
kʰ ɛ k		1	ice	ice
l yː		1	naga, serpent deity	naga, serpent deity
s ũ ŋ		1	spider	spider
pʰ ɛː		1	how many	how many
pʰ i ŋ	^	1	full	full
n i m iː	^	1	thunder (vi)	thunder (vi)
m ɛ	^	1	jackal	jackal
m a j	^	1	jackal	jackal
m ɐ̃ː	$	1	Monpa	Monpa
cʰ a m	$	1	snake	snake
w j ɔː	$	1	thief	thief
ʂ i ŋ		1	elephant	elephant
m ɐːʰ		1	bee	bee
ɕ ɛ ɹ		1	fly (vi)	fly (vi)
pʰ y	^	1	leech, land	leech, land
tɕ i l		1	wring, squeeze	wring, squeeze
ts yː		1	kiss (n)	kiss (n)
kʰ ø n	$	1	pillow	pillow
z a n	$	1	goral	goral
tɕʰ ø n	$	1	takin	takin
s y n	^	1	cloud, mist, fog	cloud, mist, fog
ʂ y	^	1	soybean	soybean
ʐ ɛ ʔ	$	1	dirty	dirty
p a ŋ	^	1	bat	bat
z ɔː	$	1	thorn	thorn
s o		1	soil, earth	soil, earth
b l ɛ t		1	work	work
p l ɔː	$	1	sparrow	sparrow
tʰ a ŋ	^	1	marten	marten
tʰ a t	$	1	thick	thick
m aˀ		1	bamboo	bamboo
ʈʂʰ øˀ		1	spit	spit
dʑ iː	$	1	other	other
b l ɔː	$	1	tasty	tasty
tɕʰ o		1	boil  (water)	boil  (water)
j ɛˀ	$	1	brother (elder)	brother (elder)
b ɹ ɔːʰ	$	1	tasty	tasty
pʰ r u	$	1	ash	ash
p i m	$	1	fly (n)	fly (n)
h e		1	left (side)	left (side)
p i	^	1	butterfly	butterfly
m y	^	1	tomorrow	tomorrow
g u	$	1	together with	together with
m a t		1	sister-in-law	sister-in-law
kʰ i t	$	1	day after two days	day after two days
a ɹ		1	dry, dry up (v.i.)	dry, dry up (v.i.)
d ɔ ŋ	$	1	macaque	macaque
tɕ ɛː		1	run	run
r u		1	Rahung, people of	Rahung, people of
tʰ a k	$	1	heart	heart
x aː	$	1	yellow	yellow
f u ŋ		1	fear (vi)	fear (vi)
f l ɐːʰ	$	1	bastard	bastard
pʰ y ŋ		1	Rahung, people of	Rahung, people of
tɕ y k	$	1	rest (n)	rest (n)
h ɔː ŋ		1	scratch	scratch
kʰ i n	$	1	shake	shake
t ɔ	$	1	left (side)	left (side)
z i	$	1	trivet	trivet
t a m	^	1	horsefly	horsefly
b u ɕ	^	1	noon	noon
dʑ i ŋ	$	1	sparrow	sparrow
ts uː	$	1	hard	hard
ʂ iː	$	1	four	four
m u j		1	face	face
kʰ aˀ	$	1	millet, foxtail	millet, foxtail
dʑ ũː	^	1	veranda	veranda
h øː		1	scratch	scratch
dz i		1	human being prefix	human being prefix
b l ɔ̃ː	$	1	butterfly	butterfly
w ɔ k		1	dig	dig
g ɹ ɔ ŋ		1	squirrel	squirrel
ŋ a	$	1	crow	crow
m i	^	1	sugarcane	sugarcane
ɟ a t	$	1	eight	eight
tʰ r ɔ m	$	1	stump (tree)	stump (tree)
x y k	$	1	bone	bone
n eˀ		1	tusk	tusk
pʰ ɔ m	$	1	bat	bat
k ɔ	^	1	steam	steam
x ũː		1	rot (vi)	rot (vi)
p y ŋ	$	1	butterfly	butterfly
t ɹ eː	^	1	spider	spider
b ɔ s		1	curcuma sp.	curcuma sp.
t ɹ yː		1	spider	spider
l y k		1	pour	pour
p ɛ n		1	medicine	medicine
