56	u/a-prefix	57	317	forest / bitter (vi) / rest (n) / meat, animal / slowly / same, equal / grandfather / sweet / above, top / ripe / liver / round, small object / beautiful / few, little / marrow / full / dirty / much / wet / deep / hard / all / short / brain / clean / seed / empty / far / in / white / son / hair (body): feather / fast / daughter-in-law / gall, bile / thin / pus / branch / light / straight / soft / smooth / tail / intestines / name / warm, hot (adj.) / right / husband / small / female / wife / leaf / heavy / long / male / black / bad / sharp
124	a-prefix	12	75	bee / how many / sister, elder / child / father / brother (elder) / brother-in-law / son-in-law / sister-in-law / mother / when / grandmother
137	o/a-prefix	10	69	middle / centre / soup, liquid, broth, juice / thick / good / cold / brother, younger / tasty / big / old / fat (n)
284	mu-suffix	5	35	thunder (vi) / daughter / mushroom / sky / woman
120	da-suffix1	6	33	beautiful / thin / short / light / soft / smooth / slowly
418	?	5	31	saliva / shake / five / under, below / walnut
410	hand1	3	23	finger / hand, arm / nail
18	ji-suffix1	6	22	this / Sherdukpen / Jerigaon people / Thembang people / Rahung, people of / Khoitam people
204	?	3	22	eye / carry / cat
375	container	4	21	knee / lungs / empty / head
451	horse	3	21	same, equal / frog / horse
219	pa-prefix1	3	20	snake / dog / chicken
136	ma-prefix1	3	17	fruit / sister, younger / belt
765	ji-suffix2	2	17	reflexive marker / other
167	branch	3	16	shelf / branch / wing
209	?	2	16	cave / cry
235	stone	3	16	lungs / in / heart
416	fireprefix	2	16	smoke / fire prefix
464	fill	2	16	full / swell
584	year	3	16	year, this / kick (v) / year
615	?	3	16	left (side) / lick / penis
649	?	2	16	red / louse
705	?	2	16	radish / mountain
747	?	2	16	smoke / nine
930	sharp	1	16	sharp
33	sky-prefix1	4	15	year, next / tomorrow / Namshu people / rain (n)
271	vine	2	15	creeper, vine / rope
746	dark	2	15	night / nose
1084	wood	3	15	stump (tree) / trunk (tree) / wood
104	ma-prefix2	3	14	waist / maize / banana
112	peas	2	14	beans / peas
331	door	2	14	forehead / door
490	green	4	14	white / light / veranda / green
493	?	2	14	grind, pound / melt
61	up	2	13	after / up; ascend
62	after	3	13	behind / trunk (tree) / after
101	?	2	13	bad / fish
132	sa-prefix1	2	13	lungs / belly, abdomen
138	?	2	13	scratch / big
203	?	2	13	short / cap, hat
349	?	2	13	trunk (tree) / ear
456	moon	2	13	frost / moon, month
457	sky-prefix2	2	13	frost / moon, month
527	?	2	13	pull / horn
538	?	2	13	lie (n) / horse
657	?	2	13	soft / smooth / macaque
1009	water	2	13	soup, liquid, broth, juice / water
1218	warm	2	13	warm, hot (vi) / warm, hot (adj.)
15	human-prefix	3	12	Indo-Aryan person / Puroik / human being prefix
55	ablative	2	12	that side / ablative
68	u/o/a-prefix	2	12	egg / alive, healthy
134	ma-prefix3	2	12	waist / belt
218	?	2	12	few, little / chicken
223	?	3	12	child / mouth / flour
319	die	2	12	quarrel (v) / die
462	ba-suffix	4	12	full / stump (tree) / spicy, pungent / ripe
494	sa-prefix2	2	12	gum / serow
645	locative	2	12	locative / together with
764	?	3	12	spittle, spit / spit / one
