Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
^l	l	lak, luː	Khispi, Rupa, Duhumbi, Khoitam, Rahung, Khoina, Shergaon, Jerigaon	190	U+005e U+006c
yː$	yː	zyː, a+nyː	Rahung, Khoitam, Khoina, Rupa, Jerigaon, Shergaon	187	U+0079 U+02d0 U+0024
^b	b	ba+, bɛˀ	Duhumbi, Rupa, Khispi, Khoina, Shergaon, Khoitam, Rahung, Jerigaon	184	U+005e U+0062
y	y	nyŋ, zyk	Khoina, Khoitam, Rupa, Jerigaon, Rahung, Shergaon, Duhumbi	179	U+0079
ŋ	ŋ	a+duŋ+du, a+ruŋ+du	Rupa, Duhumbi, Khispi, Rahung, Khoitam, Jerigaon, Khoina, Shergaon	178	U+014b
i$	i	li, kʰi	Khispi, Duhumbi, Khoina, Jerigaon, Rupa, Shergaon, Rahung, Khoitam	169	U+0069 U+0024
k	k	ik_kə+li, taŋ+kuŋ	Duhumbi, Shergaon, Rahung, Rupa, Khoitam, Jerigaon, Khispi, Khoina	164	U+006b
^pʰ	pʰ	pʰiŋ, pʰak	Rahung, Khoitam, Jerigaon, Khispi, Rupa, Duhumbi, Khoina, Shergaon	159	U+005e U+0070 U+02b0
kʰ	kʰ	ba+kʰyː, +kʰɛn	Khoina, Rupa, Shergaon, Duhumbi, Rahung, Khispi, Jerigaon, Khoitam	157	U+006b U+02b0
b	b	nam+bluː, tʰam+bu_tuŋ	Khispi, Rahung, Rupa, Duhumbi, Khoitam, Jerigaon, Khoina, Shergaon	151	U+0062
ʨʰ	tɕʰ	a+ʨʰɔ̃ː, a+ʨʰi	Rahung, Khoitam, Jerigaon, Shergaon, Duhumbi, Khispi, Rupa, Khoina	148	U+02a8 U+02b0
^d	d	dɛn, daŋ	Khoina, Rupa, Khispi, Duhumbi, Shergaon, Jerigaon, Rahung, Khoitam	144	U+005e U+0064
r	r	a+ruk, a+ruŋ+du	Rahung, Khoitam, Jerigaon, Rupa, Shergaon, Khoina, Duhumbi	141	U+0072
j	j	a+juŋ, a+juː	Duhumbi, Khoina, Khispi, Rupa, Jerigaon, Khoitam, Shergaon, Rahung	140	U+006a
^tʰ	tʰ	tʰɔk, tʰak	Jerigaon, Rahung, Khoina, Rupa, Khoitam, Shergaon, Duhumbi, Khispi	136	U+005e U+0074 U+02b0
^ʥ	dʑ	ʥak, ʥaŋ	Khoitam, Rahung, Shergaon, Jerigaon, Duhumbi, Rupa, Khoina, Khispi	135	U+005e U+02a5
tʰ	tʰ	a+tʰuŋ+du, +tʰɔŋ	Khoitam, Khoina, Jerigaon, Rahung, Khispi, Rupa, Duhumbi, Shergaon	128	U+0074 U+02b0
t	t	s+teˀ, s+tu	Khispi, Rupa, Duhumbi, Shergaon, Rahung, Jerigaon, Khoina, Khoitam	128	U+0074
n	n	a+nyː, a+nu	Rahung, Khoitam, Jerigaon, Khoina, Shergaon, Rupa, Duhumbi, Khispi	124	U+006e
iː$	iː	ʨʰiː, a+liː	Shergaon, Khoitam, Khoina, Rahung, Jerigaon, Rupa	120	U+0069 U+02d0 U+0024
^j	j	jɔk, jɔ	Rahung, Duhumbi, Rupa, Khoitam, Khoina, Khispi, Jerigaon, Shergaon	119	U+005e U+006a
m$	m	ham, u+ʨʰam	Duhumbi, Rahung, Khispi, Khoitam, Rupa, Shergaon, Khoina	115	U+006d U+0024
d	d	a+duŋ+du, a+dɔk	Khoina, Rupa, Rahung, Khispi, Jerigaon, Khoitam, Duhumbi, Shergaon	115	U+0064
pʰ	pʰ	nə+pʰuŋ, a+pʰaŋ	Rahung, Rupa, Khoitam, Khoina, Jerigaon, Shergaon, Khispi, Duhumbi	108	U+0070 U+02b0
ɔ̃ː$	ɔ̃ː	a+ʨʰɔ̃ː, mɔ̃ː	Shergaon, Khoina, Khoitam, Jerigaon, Rahung, Rupa	105	U+0254 U+0303 U+02d0 U+0024
_	_	tʰam+bu_tuŋ, ik_kə+li	Rupa, Khoina, Rahung, Khoitam, Jerigaon, Shergaon, Duhumbi, Khispi	95	U+005f
ɔ$	ɔ	jɔ, +lɔ	Khoitam, Rupa, Rahung, Shergaon, Khoina, Jerigaon, Khispi, Duhumbi	89	U+0254 U+0024
^z	z	zyː, ziː	Rupa, Rahung, Khoitam, Shergaon, Jerigaon, Khoina, Duhumbi, Khispi	89	U+005e U+007a
p	p	sak+pyː, sa+pɔ	Duhumbi, Shergaon, Khispi, Rahung, Rupa, Khoitam, Khoina, Jerigaon	89	U+0070
^r	r	rɛk, ryː	Rupa, Khoina, Rahung, Khoitam, Jerigaon, Shergaon, Duhumbi	88	U+005e U+0072
aː$	aː	kʰaː, taː	Khoina, Rupa, Shergaon, Jerigaon, Khoitam	83	U+0061 U+02d0 U+0024
^+	+	+ʥi, +lɔ	Duhumbi, Khispi, Rahung, Rupa, Khoitam, Khoina, Shergaon, Jerigaon	81	U+005e U+002b
^ɕ	ɕ	ɕa, ɕis	Khispi, Duhumbi, Khoina, Shergaon, Rupa	79	U+005e U+0255
+s	+s	mə+suŋ, daŋ+sum	Khoitam, Rahung, Rupa, Shergaon, Jerigaon, Khoina, Duhumbi, Khispi	79	U+002b U+0073
ʥ	dʑ	+ʥi, a+ʥɔk	Jerigaon, Rahung, Khoitam, Khoina, Shergaon, Duhumbi, Rupa, Khispi	78	U+02a5
ɔː$	ɔː	rɔː, kʰɔː	Khoitam, Khoina, Jerigaon, Shergaon, Rahung, Rupa, Duhumbi, Khispi	74	U+0254 U+02d0 U+0024
ʨ	tɕ	a+ʨuː, bə+ʨiŋ	Jerigaon, Khoitam, Rahung, Shergaon, Khoina, Rupa, Duhumbi, Khispi	69	U+02a8
z	z	a+zɔ̃ː, gə+zaŋ	Khoitam, Rupa, Jerigaon, Rahung, Shergaon, Khoina, Khispi, Duhumbi	65	U+007a
t$	t	pʰɛt, jɛt	Duhumbi, Shergaon, Khispi, Rupa, Rahung, Khoina, Khoitam	65	U+0074 U+0024
^g	g	guː, giː	Khoina, Rupa, Shergaon, Rahung, Khoitam, Duhumbi, Khispi, Jerigaon	62	U+005e U+0067
+h	+h	ɔ+hɔ̃ː, ə+hɛk	Rahung, Jerigaon, Rupa, Khoitam, Shergaon, Khoina, Khispi, Duhumbi	61	U+002b U+0068
p$	p	kʰip, ʨup	Duhumbi, Khispi, Rupa, Khoitam, Shergaon, Rahung, Khoina	60	U+0070 U+0024
w$	w	jaw, saw	Rupa, Shergaon, Duhumbi, Khispi, Rahung	59	U+0077 U+0024
j$	j	haj, aj	Duhumbi, Khispi, Khoina, Rupa	58	U+006a U+0024
^u	u	uk, uŋ	Duhumbi, Khispi, Rahung, Shergaon, Rupa, Khoitam, Jerigaon, Khoina	57	U+005e U+0075
ɛː$	ɛː	tɛː, pʰ+ʨʰɛː	Rahung, Khoitam, Jerigaon, Khoina, Rupa, Shergaon, Khispi	56	U+025b U+02d0 U+0024
^t	t	tuŋ, taŋ+kuŋ	Khoitam, Duhumbi, Khispi, Jerigaon, Rahung, Khoina, Shergaon, Rupa	55	U+005e U+0074
^ɔ	ɔ	ɔŋ, ɔ+hɔ̃ː	Khispi, Duhumbi, Khoitam, Shergaon, Rahung, Rupa, Khoina, Jerigaon	52	U+005e U+0254
^ʨ	tɕ	ʨĩˀ, ʨɛk	Rahung, Khoitam, Shergaon, Jerigaon, Duhumbi, Khispi, Rupa	50	U+005e U+02a8
eˀ$	eˀ	ʨʰeˀ, s+teˀ	Rupa, Khoitam, Rahung, Jerigaon, Duhumbi, Khoina, Shergaon	48	U+0065 U+02c0 U+0024
ɹ	ɹ	sɔɹ+bɔ, saɹ+ʥɛʔ	Duhumbi, Rahung, Jerigaon, Rupa, Khoitam, Khoina, Shergaon, Khispi	48	U+0279
ɐ	ɐ	lɐk, ʥɐk	Khoina, Jerigaon, Rupa	48	U+0250
oː$	oː	zoː, kʰoː	Rahung, Rupa, Shergaon, Khoitam	46	U+006f U+02d0 U+0024
ũː$	ũː	pʰũː, hũː	Khoitam, Rupa, Rahung, Khoina	45	U+0169 U+02d0 U+0024
ĩː$	ĩː	ʨʰĩː, hĩː	Khoitam, Rahung, Khoina, Rupa, Jerigaon, Shergaon	43	U+0129 U+02d0 U+0024
^k	k	kak, ka	Duhumbi, Khoitam, Rahung, Khoina, Shergaon, Rupa, Khispi, Jerigaon	41	U+005e U+006b
^ɲ	ɲ	ɲiŋ, ɲis	Rupa, Shergaon, Khispi, Duhumbi	41	U+005e U+0272
^w	w	wan, wa	Duhumbi, Khispi, Rupa, Khoina, Jerigaon, Khoitam, Rahung, Shergaon	40	U+005e U+0077
^i	i	ik, ik+paɹ	Jerigaon, Rahung, Rupa, Khoitam, Shergaon, Khoina, Duhumbi, Khispi	37	U+005e U+0069
ʦ	ts	ɔ+ʦɛn, gun+ʦun	Rupa, Khoina, Duhumbi, Khispi, Khoitam	37	U+02a6
+$	+	ba+, ʥi+	Duhumbi, Khispi, Rupa, Rahung, Khoitam, Shergaon, Jerigaon, Khoina	36	U+002b U+0024
ɛˀ$	ɛˀ	bɛˀ, lɛˀ	Rahung, Jerigaon, Khoina, Khoitam, Duhumbi	36	U+025b U+02c0 U+0024
g	g	saɹ+gɛʔ, steː_gɔ̃ː	Rupa, Duhumbi, Khoina, Khispi, Jerigaon, Rahung, Khoitam, Shergaon	36	U+0067
ʦʰ	tsʰ	a+ʦʰɔ̃ː, nə+ʦʰaː	Khoina, Rupa, Khoitam, Duhumbi, Shergaon, Khispi	35	U+02a6 U+02b0
^ʦʰ	tsʰ	ʦʰu, ʦʰik	Khoina, Rupa, Duhumbi, Khispi, Khoitam	35	U+005e U+02a6 U+02b0
+w	+w	su+wak, a+wuŋ	Khoitam, Khoina, Rahung, Rupa, Jerigaon, Duhumbi, Shergaon, Khispi	32	U+002b U+0077
s$	s	ɕis, hin+tus	Duhumbi, Khispi	27	U+0073 U+0024
eː$	eː	peː, ʨɔp+beː	Shergaon, Rupa, Khoitam, Rahung, Jerigaon, Khoina	27	U+0065 U+02d0 U+0024
e	e	le+pʰa, le+ham	Khispi, Duhumbi, Rahung, Shergaon, Jerigaon	27	U+0065
ɐ̃ː$	ɐ̃ː	mɐ̃ː, ha+tɐ̃ː	Khoina, Jerigaon	25	U+0250 U+0303 U+02d0 U+0024
^p	p	p+siː, p+ɕi	Rahung, Duhumbi, Khispi, Khoitam, Shergaon, Khoina, Rupa, Jerigaon	24	U+005e U+0070
+ɕ	+ɕ	u+ɕu, p+ɕi	Khispi, Duhumbi, Shergaon	24	U+002b U+0255
^ʂ	ʂ	ʂuː, ʂə+raː	Khoina	24	U+005e U+0282
ɹ$	ɹ	sɛɹ, ik+paɹ	Duhumbi, Rahung, Khoitam, Rupa, Shergaon, Khispi	24	U+0279 U+0024
ø	ø	daŋ+søn, ʨʰə+kʰø+muː	Jerigaon, Rahung, Khoina, Rupa	24	U+00f8
øː$	øː	tʰøː, lə+tʰøː	Khoina, Jerigaon, Rupa, Rahung, Khoitam, Shergaon	23	U+00f8 U+02d0 U+0024
^ʦ	ts	ʦik, ʦɔk	Khoina, Rupa, Duhumbi, Khispi, Rahung, Khoitam	23	U+005e U+02a6
ɛ$	ɛ	a+mɛ, hɛ	Khoitam, Jerigaon, Khoina, Rahung	21	U+025b U+0024
ɛːʰ$	ɛːʰ	a+jɛːʰ, a+nɛːʰ	Khoitam, Rahung, Jerigaon	21	U+025b U+02d0 U+02b0 U+0024
ʔ$	ʔ	a+tʰɛʔ, ʥɛʔ	Jerigaon, Khoina, Rahung, Khoitam	19	U+0294 U+0024
s	s	kʰas+ki, hin+tus_tɔs	Duhumbi, Khispi, Rahung, Jerigaon, Rupa, Khoitam, Khoina, Shergaon	19	U+0073
aˀ$	aˀ	kaˀ, u+daˀ	Duhumbi, Rupa, Khoina, Jerigaon, Shergaon	17	U+0061 U+02c0 U+0024
ɛ̃ː$	ɛ̃ː	dɛ̃ː, a+ʦʰɛ̃ː	Shergaon, Khoina, Rupa, Jerigaon, Khoitam	17	U+025b U+0303 U+02d0 U+0024
^ʑ	ʑ	ʑɔp, ʑi	Duhumbi, Khispi	17	U+005e U+0291
ɲ	ɲ	a+ɲaː, a+ɲyː	Rupa, Duhumbi, Shergaon, Khispi, Khoina	16	U+0272
ɔː	ɔː	kɔː+ʨyŋ, ʑɔː+pʰa	Duhumbi, Khoina, Khispi, Khoitam, Rupa, Jerigaon	16	U+0254 U+02d0
o	o	to+kʰok+hi, tʰo+kʰok+ni	Rupa, Duhumbi, Jerigaon, Rahung, Shergaon, Khispi	15	U+006f
e$	e	be, bə+kʰe	Khispi, Duhumbi, Shergaon, Khoitam, Rupa	15	U+0065 U+0024
aː	aː	naː+bluŋ, tʰaː+ʥi	Rupa, Shergaon, Khoina, Khoitam, Jerigaon	14	U+0061 U+02d0
ɔ̃$	ɔ̃	nɔ̃, ʨʰɔ̃	Rupa, Shergaon, Rahung, Khoitam	14	U+0254 U+0303 U+0024
øˀ$	øˀ	tʰøˀ, ʨʰøˀ	Khoina, Rahung, Jerigaon, Rupa	13	U+00f8 U+02c0 U+0024
l$	l	mal, ʨil	Khispi	13	U+006c U+0024
yː	yː	la+ʨʰyː_rɛˀ, nə+myː_ba_tap	Rupa, Khoitam, Jerigaon, Rahung, Khoina	12	U+0079 U+02d0
ɔˀ$	ɔˀ	sɔˀ, jɔˀ	Khoitam, Rahung, Duhumbi, Rupa	12	U+0254 U+02c0 U+0024
^ə	ə	ə+hɛk, ə+hĩː	Rupa, Jerigaon, Khoitam, Rahung, Shergaon	11	U+005e U+0259
ɔʰ$	ɔʰ	ʨʰɔʰ, a+jɔʰ	Khoitam, Rahung, Rupa, Shergaon	11	U+0254 U+02b0 U+0024
+ʑ	+ʑ	a+ʑa, u+ʑan	Khispi, Duhumbi	11	U+002b U+0291
^ʐ	ʐ	ʐyː, ʐaː	Khoina	9	U+005e U+0290
ũː	ũː	a+rũːŋ, a+kʰũː+dy	Khoitam, Rahung, Rupa, Khoina	9	U+0169 U+02d0
^x	x	xaŋ, xɛˀ	Khoina	9	U+005e U+0078
^ʣ	dz	ʣiŋ, ʣeː	Khoina, Rupa, Shergaon	9	U+005e U+02a3
x	x	a+xyː, ɔ+xɐ̃ː	Khoina	9	U+0078
ɐ$	ɐ	sa+pɐ, sɐ	Jerigaon, Khoina	9	U+0250 U+0024
ɐʰ$	ɐʰ	a+jɐʰ, ʂu+bɐʰ	Jerigaon, Khoina	8	U+0250 U+02b0 U+0024
f	f	a+fan, a+fɛn	Khoina, Shergaon, Khoitam, Rupa, Jerigaon	8	U+0066
^f	f	fyː, fuŋ	Khoina, Khoitam	8	U+005e U+0066
w	w	dow+la, kaw+du	Duhumbi, Khispi, Rupa	8	U+0077
uˀ$	uˀ	pʰluˀ, pʰu+luˀ	Khoitam, Rahung, Rupa, Duhumbi, Khoina, Shergaon, Jerigaon	8	U+0075 U+02c0 U+0024
^tʂʰ	ʈʂʰ	tʂʰajŋ, tʂʰeˀ	Khoina	8	U+005e U+0074 U+0282 U+02b0
tʂʰ	ʈʂʰ	ʂ+tʂʰiː, tɔŋ+tʂʰaː	Khoina	7	U+0074 U+0282 U+02b0
ɔ̃	ɔ̃	a+nɔ̃+du, nɔ̃+du	Rahung, Rupa, Shergaon, Khoitam, Jerigaon	7	U+0254 U+0303
iː	iː	tʰiː+tʰɛː+lɔ, riː+wuː	Jerigaon, Shergaon, Rahung, Rupa	7	U+0069 U+02d0
uː	uː	a+nuː_a+ʨan+du, ʥuː+ʦʰak	Shergaon, Rupa, Jerigaon	7	U+0075 U+02d0
ũ	ũ	jũŋ, ʥũŋ	Rahung, Khoitam, Rupa	7	U+0169
^hw	hw	hwaŋ, hwa+ʨɔŋ+ki	Khispi, Duhumbi	7	U+005e U+0068 U+0077
^ŋ	ŋ	ŋɔj, ŋak	Khispi, Duhumbi	7	U+005e U+014b
ɛ̃	ɛ̃	sɛ̃ĩ, ʨʰɛ̃ĩ+ba	Jerigaon, Khoina	7	U+025b U+0303
^iː$	iː	iː	Shergaon, Rahung, Rupa, Khoitam, Khoina, Jerigaon	7	U+005e U+0069 U+02d0 U+0024
ɛː	ɛː	ɔ+tʰɛː+lɔ, tʰiː+tʰɛː+lɔ	Jerigaon, Rahung, Khoitam	7	U+025b U+02d0
^oː$	oː	oː	Shergaon, Rupa, Khoitam, Rahung	6	U+005e U+006f U+02d0 U+0024
+ʐ	+ʐ	dy+ʐyː, a+ʐɛʔ	Khoina	6	U+002b U+0290
o$	o	jo, sa+po	Shergaon, Rahung	6	U+006f U+0024
ɕ	ɕ	aj_ɕɔŋ, haɕ+ta	Khispi, Duhumbi	6	U+0255
ĩː	ĩː	sə+rĩː_sə+ruk, kʰ+ʨĩː+ʥi	Khoitam, Khoina, Jerigaon, Rahung	6	U+0129 U+02d0
^pɕ	pɕ	pɕi, pɕiŋ	Khispi, Duhumbi	6	U+005e U+0070 U+0255
eː	eː	steː_gɔ̃ː, a+leː+du	Rupa, Rahung, Shergaon	6	U+0065 U+02d0
ɐ̃$	ɐ̃	nɐ̃, jɐ̃	Jerigaon, Khoina	6	U+0250 U+0303 U+0024
oː	oː	ʥoː+hɔː, pʰ+ʨʰoː+ʥi	Rahung, Khoitam, Shergaon	5	U+006f U+02d0
ũ$	ũ	hũ, pʰaŋ+kʰ+_lũ	Rupa, Khoitam, Rahung	5	U+0169 U+0024
^ɔː$	ɔː	ɔː	Rahung, Khoitam, Jerigaon, Khoina	5	U+005e U+0254 U+02d0 U+0024
ʣ	dz	a+ʣajŋ, sy+ʣøː	Khoina	5	U+02a3
ɐˀ$	ɐˀ	jɐˀ, rɐˀ	Khoina, Jerigaon	5	U+0250 U+02c0 U+0024
ɐːʰ$	ɐːʰ	a+blɐːʰ, ʨʰə+xø+mɐːʰ	Khoina, Jerigaon	5	U+0250 U+02d0 U+02b0 U+0024
ɛ̃ː	ɛ̃ː	sɛ̃ː+ʥi, ʂɛ̃ː+ʥi	Rupa, Rahung, Jerigaon, Khoina	5	U+025b U+0303 U+02d0
iˀ$	iˀ	niˀ, lɔw+kiˀ	Khoitam, Rahung, Duhumbi, Khoina	5	U+0069 U+02c0 U+0024
ɔːʰ$	ɔːʰ	də+pʰlɔːʰ, du+pʰlɔːʰ	Rahung, Rupa, Khoitam	5	U+0254 U+02d0 U+02b0 U+0024
ĩˀ$	ĩˀ	ʨĩˀ	Khoitam, Rahung, Jerigaon	5	U+0129 U+02c0 U+0024
^ɛ	ɛ	ɛ+hɛːʰ, ɛn	Jerigaon, Khoitam, Rahung, Khoina	5	U+005e U+025b
ĩ	ĩ	ʨĩ+zyː, ʨʰɛ̃ĩ+ba	Khoitam, Jerigaon, Rahung	5	U+0129
dʐ	ɖʐ	tim+pu_la+dʐɔː, a+dʐaˀ	Khoina	5	U+0064 U+0290
h	h	nəmyː_hyk, nə+myː_hyp	Rupa, Khoitam, Shergaon, Khoina	5	U+0068
ɔ̃ː	ɔ̃ː	da+ʥɔ̃ːŋ, kʰu+nɔ̃ː+ʥi	Jerigaon, Rahung, Shergaon	4	U+0254 U+0303 U+02d0
ɛˀ	ɛˀ	jɛˀ_iː, a+ʨʰɛˀ+du	Jerigaon, Khoitam, Rahung	4	U+025b U+02c0
+ʂ	+ʂ	ri+ʂɛˀ, p+ʂiː	Khoina	4	U+002b U+0282
ĩ$	ĩ	sɛ̃ĩ, dɛ̃ĩ	Jerigaon, Khoina	4	U+0129 U+0024
^yː$	yː	yː	Khoitam, Rahung, Rupa	3	U+005e U+0079 U+02d0 U+0024
ɟ	ɟ	san+ɟɔk, saɹ+ɟat	Rupa	3	U+025f
^ɟ	ɟ	ɟaŋ+seˀ, ɟak	Rupa	3	U+005e U+025f
^dʐ	ɖʐ	dʐyː, dʐajk	Khoina	3	U+005e U+0064 U+0290
y$	y	ʦʰik+dy, ma+ny	Khoina	3	U+0079 U+0024
^+s	+s	+sɔk	Khoitam, Rahung, Jerigaon	3	U+005e U+002b U+0073
^ɔˀ$	ɔˀ	ɔˀ	Khoitam, Rahung, Rupa	3	U+005e U+0254 U+02c0 U+0024
ɐː$	ɐː	hɐː, lɐː	Khoina	3	U+0250 U+02d0 U+0024
^ɛ̃ˀ$	ɛ̃ˀ	ɛ̃ˀ	Rupa, Khoina	2	U+005e U+025b U+0303 U+02c0 U+0024
aːʰ$	aːʰ	a+haːʰ, haːʰ	Rupa	2	U+0061 U+02d0 U+02b0 U+0024
ɐ̃ʰ$	ɐ̃ʰ	a+nɐ̃ʰ	Jerigaon, Khoina	2	U+0250 U+0303 U+02b0 U+0024
^i$	i	i	Khispi, Duhumbi	2	U+005e U+0069 U+0024
^+ɕ	+ɕ	+ɕɔk	Khispi, Duhumbi	2	U+005e U+002b U+0255
^ĩˀ$	ĩˀ	ĩˀ	Khoitam, Rahung	2	U+005e U+0129 U+02c0 U+0024
aˀ	aˀ	taˀ+da+taˀ+da	Duhumbi	2	U+0061 U+02c0
ɔ̃ʰ$	ɔ̃ʰ	a+nɔ̃ʰ	Khoitam, Rahung	2	U+0254 U+0303 U+02b0 U+0024
ɐ̃	ɐ̃	a+nɐ̃+du, nɐ̃+du	Jerigaon, Khoina	2	U+0250 U+0303
^y	y	yk+ɐ̃ː, yk+ɔ̃ː	Khoitam, Jerigaon	2	U+005e U+0079
cʰ	cʰ	bə+cʰaː, bə+cʰam	Rupa	2	U+0063 U+02b0
^u$	u	u	Jerigaon, Khoina	2	U+005e U+0075 U+0024
^ɐˀ$	ɐˀ	ɐˀ	Jerigaon, Khoina	2	U+005e U+0250 U+02c0 U+0024
^ũː$	ũː	ũː	Khoina	1	U+005e U+0169 U+02d0 U+0024
^ɔ̃ː$	ɔ̃ː	ɔ̃ː	Rupa	1	U+005e U+0254 U+0303 U+02d0 U+0024
ɛ̃ˀ$	ɛ̃ˀ	hɛ̃ˀ	Khoitam	1	U+025b U+0303 U+02c0 U+0024
pʰw	pʰw	hɐŋ+pʰwɔ	Rupa	1	U+0070 U+02b0 U+0077
^ɐː$	ɐː	ɐː	Jerigaon	1	U+005e U+0250 U+02d0 U+0024
^ɬ	ɬ	ɬap	Duhumbi	1	U+005e U+026c
ɔːʰ	ɔːʰ	a+blɔːʰ+du	Khoitam	1	U+0254 U+02d0 U+02b0
^c	c	caː	Rupa	1	U+005e U+0063
^cʰ	cʰ	cʰak	Rupa	1	U+005e U+0063 U+02b0
^ɔ$	ɔ	ɔ	Shergaon	1	U+005e U+0254 U+0024
ʐ	ʐ	lyŋ_ʐyk	Khoina	1	U+0290
pɕ	pɕ	ɕa+pɕin	Khispi	1	U+0070 U+0255
^ɐ̃ː$	ɐ̃ː	ɐ̃ː	Jerigaon	1	U+005e U+0250 U+0303 U+02d0 U+0024
ɐ̃ː	ɐ̃ː	a+ʣɐ̃ː+du	Khoina	1	U+0250 U+0303 U+02d0
^tʰw	tʰw	tʰwaː	Rupa	1	U+005e U+0074 U+02b0 U+0077
ã	ã	ɲə+pãj+jaː+aː	Rupa	1	U+00e3
ɛ̃ːˀ$	ɛ̃ˀː	sɛ̃ːˀ	Rupa	1	U+025b U+0303 U+02d0 U+02c0 U+0024
^ɛ̃ː$	ɛ̃ː	ɛ̃ː	Rupa	1	U+005e U+025b U+0303 U+02d0 U+0024
r$	r	bɛŋ+zar	Khispi	1	U+0072 U+0024
iˀ	iˀ	dɛj+kiˀ+ni	Duhumbi	1	U+0069 U+02c0
ɕ$	ɕ	kʰiɕ	Khispi	1	U+0255 U+0024
^a$	a	a	Khispi	1	U+005e U+0061 U+0024
^kʰw	kʰw	kʰwa	Khoitam	1	U+005e U+006b U+02b0 U+0077
