# Wordlist

# DATA
ID	DOCULECT	CONCEPT	VALUE	FORM	VARIANTS	NOTE
1020	Jerigaon	day after tomorrow	len-lu	len-lu		
1021	Khoitam	day after tomorrow	luŋ-luː	luŋ-luː		
1022	Rahung	day after tomorrow	luŋ-luː	luŋ-luː		
1023	Rupa	day after tomorrow	li-luː	li-luː		
1024	Shergaon	day after tomorrow	ly-luː	ly-luː		
#
1025	Khispi	day after two days	lɔw-ki	lɔw-ki		
1026	Duhumbi	day after two days	lɔw-kiˀ	lɔw-kiˀ		
1027	Khoina	day after two days	lə-ʨik	lə-ʨik		
1028	Jerigaon	day after two days	len-ʨik	len-ʨik		
1029	Khoitam	day after two days	liŋ-ʨik	liŋ-ʨik		
1030	Rahung	day after two days	nin-ʨik	nin-ʨik		
1031	Rupa	day after two days	liŋ-kit	liŋ-kit		
1032	Shergaon	day after two days	liŋ-kʰit	liŋ-kʰit		
#
1034	Duhumbi	day before two days	dɛj-kiˀ-ni	dɛj-kiˀ-ni		
1035	Khoina	day before two days	di-ʧik-ri	di-ʧik-ri		
1036	Jerigaon	day before two days	si-ʨik-hi	si-ʨik-hi		
1039	Rupa	day before two days	di-kʰit-ni	di-kʰit-ni		
1040	Shergaon	day before two days	tʰi-kʰik-ni	tʰi-kʰik-ni		
#
1041	Khispi	day before yesterday	dɔ-kʰɔ-ni	dɔ-kʰɔ-ni		
1042	Duhumbi	day before yesterday	dɔ-kʰɔ-ni	dɔ-kʰɔ-ni		
1043	Khoina	day before yesterday	tʰ-kʰɔk-niː	tʰ-kʰɔk-niː		
1044	Jerigaon	day before yesterday	to-kʰo-hi	to-kʰo-hi		
1045	Khoitam	day before yesterday	kʰɔk-niː	kʰɔk-niː		
1046	Rahung	day before yesterday	kʰɔk-nə-hɔ	kʰɔk-nə-hɔ		
1047	Rupa	day before yesterday	do-kʰok-ni	do-kʰok-ni		
1048	Shergaon	day before yesterday	tʰo-kʰok-ni	tʰo-kʰok-ni		
#
1049	Khispi	deaf	bɛŋ-zar	bɛŋ-zar		
1050	Duhumbi	deaf	bjɛŋ-ka	bjɛŋ-ka		
1053	Khoitam	deaf	(kʰɔm-)pʰaŋ	pʰaŋ		
1055	Rupa	deaf	bɛŋ-ŋɔ	bɛŋ-ŋɔ		
#
1059	Khoina	deep	a-dʐyː	a-dʐyː		
1060	Jerigaon	deep	a-ʥə-ryː	a-ʥə-ryː		
1061	Khoitam	deep	a-ʥə-ryː	a-ʥə-ryː		
1062	Rahung	deep	ʥə-ryː	ʥə-ryː		
1063	Rupa	deep	a-gyː	a-gyː		
1064	Shergaon	deep	a-giː	a-giː		
#
1065	Khispi	deer, barking	(ʥaŋ-)ɕi-ki	ɕi-ki		
1066	Duhumbi	deer, barking	(ʥaŋ-)ɕi-ki	ɕi-ki		
1067	Khoina	deer, barking	ʂ-tʂʰiː	ʂ-tʂʰiː		
1068	Jerigaon	deer, barking	siː	siː		
1069	Khoitam	deer, barking	sə-kiː ~ s-kiː	sə-kiː 	 s-kiː	Variants
1070	Rahung	deer, barking	s-kiː ~ sə-kiː ~ sə-kʰiː	s-kiː 	 sə-kiː  sə-kʰiː	Variants
1071	Rupa	deer, barking	skiː  ~ sə-kiː	skiː  	 sə-kiː	Variants
1072	Shergaon	deer, barking	sə-kiː	sə-kiː		
#
1073	Khispi	deer, sambar	ɕa-ʥuŋ	ɕa-ʥuŋ		
1075	Khoina	deer, sambar	sy-ʣyk	sy-ʣyk		
1077	Khoitam	deer, sambar	ʥə-zyk	ʥə-zyk		
1079	Rupa	deer, sambar	zyk	zyk		
#
1082	Duhumbi	defeat (vi)	pʰam	pʰam		
1085	Khoitam	defeat (vi)	pʰũː(ŋ)	pʰũː		
1086	Rahung	defeat (vi)	pʰũː(ŋ)	pʰũː		
#
1089	Khispi	deity, ghost	la ~ ɬa	la 	 ɬa	Variants
1090	Duhumbi	deity, ghost	la ~ ɬa	la 	 ɬa	Variants
1091	Khoina	deity, ghost	mə-hɔː	mə-hɔː		
1093	Khoitam	deity, ghost	mə-lɔː	mə-lɔː		
1094	Rahung	deity, ghost	mə-loː	mə-loː		
1095	Rupa	deity, ghost	loː	loː		
#
1097	Khispi	descend	ju	ju		
1098	Duhumbi	descend	ju	ju		
1099	Khoina	descend	jyː	jyː		
1101	Khoitam	descend	jyː	jyː		
1102	Rahung	descend	jyː	jyː		
1103	Rupa	descend	jyː	jyː		
#
1105	Khispi	die	i	i		
1106	Duhumbi	die	i	i		
1107	Khoina	die	iː	iː		
1108	Jerigaon	die	iː	iː		
1109	Khoitam	die	iː	iː		
1110	Rahung	die	iː	iː		
1111	Rupa	die	iː	iː		
1112	Shergaon	die	iː	iː		
#
1113	Khispi	dig	jɔk	jɔk		
1114	Duhumbi	dig	jɔk	jɔk		
1116	Jerigaon	dig	jɔk	jɔk		
1118	Rahung	dig	jɔk	jɔk		
1119	Rupa	dig	wɔk	wɔk		
#
1123	Khoina	dirty	a-ʐɛʔ	a-ʐɛʔ		
1124	Jerigaon	dirty	a-zɛʔ	a-zɛʔ		
1125	Khoitam	dirty	a-zɛʔ	a-zɛʔ		
1126	Rahung	dirty	a-zɛʔ	a-zɛʔ		
1127	Rupa	dirty	zat-mi	zat-mi		
1128	Shergaon	dirty	zap-tɛŋ	zap-tɛŋ		
#
1131	Khoina	disease	(ku-)ruŋ	ruŋ		
1132	Jerigaon	disease	nuŋ	nuŋ		
1133	Khoitam	disease	nuŋ	nuŋ		
1134	Rahung	disease	nuŋ	nuŋ		
1135	Rupa	disease	nuŋ	nuŋ		
#
1137	Khispi	do	li	li		
1138	Duhumbi	do	le	le		
1139	Khoina	do	ra	ra		
1140	Jerigaon	do	ra ~ rɛ	ra 	 rɛ	Variants
1141	Khoitam	do	rɛ	rɛ		
1142	Rahung	do	ra ~ rɛ	ra 	 rɛ	Variants
1143	Rupa	do	ra	ra		
1144	Shergaon	do	ra	ra		
#
1145	Khispi	dog	wa-tʰi	wa-tʰi		
1146	Duhumbi	dog	wa-tʰi	wa-tʰi		
1147	Khoina	dog	bə-tʰaː	bə-tʰaː		
1148	Jerigaon	dog	pʰ-tʰɛː	pʰ-tʰɛː		
1149	Khoitam	dog	pʰ-tʰɛː	pʰ-tʰɛː		
1150	Rahung	dog	pʰ-tʰɛː	pʰ-tʰɛː		
1151	Rupa	dog	bə-tʰaː	bə-tʰaː		
1152	Shergaon	dog	pʰ-tʰaː	pʰ-tʰaː		
#
1155	Khoina	dog, wild	(də-)ʦʰɔ̃ː	ʦʰɔ̃ː		
1156	Jerigaon	dog, wild	sɔː	sɔː		
1158	Rahung	dog, wild	ʦə-sɔm	ʦə-sɔm		
1159	Rupa	dog, wild	saw	saw		
1160	Shergaon	dog, wild	saw	saw		
#
1161	Khispi	door	ku	ku		
1162	Duhumbi	door	kɔː	kɔː		
1163	Khoina	door	kɔː	kɔː		
1164	Jerigaon	door	kɔː	kɔː		
1165	Khoitam	door	kɔː	kɔː		
1166	Rahung	door	koː	koː		
1167	Rupa	door	kaw	kaw		
1168	Shergaon	door	kaw	kaw		
#
1169	Khispi	down	be ~ bja	be 	 bja	Variants
1170	Duhumbi	down	be	be		
1171	Khoina	down	buː(-rɔ)	buː		
1172	Jerigaon	down	buː(-tɛn)	buː		
1173	Khoitam	down	buː(-lɔ)	buː		
1175	Rupa	down	buː(-tɔ)	buː		
1176	Shergaon	down	buː(-tɔ)	buː		
#
1177	Khispi	down (visible)	kʰaj ~ kʰja	kʰaj 	 kʰja	Variants
1178	Duhumbi	down (visible)	kʰe ~ kʰja	kʰe 	 kʰja	Variants
1181	Khoitam	down (visible)	kʰwa(-ʥi)	kʰwa		
1182	Rahung	down (visible)	kʰa	kʰa		
#
1187	Khoina	dragon, thunder, lightning	nə-ʦʰaː	nə-ʦʰaː		
1190	Rahung	dragon, thunder, lightning	nam-ʨʰə-rɛː	nam-ʨʰə-rɛː		
#
1193	Khispi	dream (n)	bɛŋ(-kʰan)	bɛŋ		
1194	Duhumbi	dream (n)	bjɛŋ(-kʰan)	bjɛŋ		
1195	Khoina	dream (n)	bɛn	bɛn		
1196	Jerigaon	dream (n)	bɛn	bɛn		
1197	Khoitam	dream (n)	ban	ban		
1198	Rahung	dream (n)	ban ~ bɛn	ban 	 bɛn	Variants
1199	Rupa	dream (n)	ban	ban		
1200	Shergaon	dream (n)	ban	ban		
#
1201	Khispi	drink	ɲiŋ ~ ɲuŋ	ɲiŋ 	 ɲuŋ	Variants
1202	Duhumbi	drink	ɲiŋ ~ ɲuŋ	ɲiŋ 	 ɲuŋ	Variants
1203	Khoina	drink	lyŋ	lyŋ		
1204	Jerigaon	drink	liŋ	liŋ		
1205	Khoitam	drink	liŋ	liŋ		
1206	Rahung	drink	liŋ	liŋ		
1207	Rupa	drink	liŋ	liŋ		
1208	Shergaon	drink	iŋ	iŋ		
#
1209	Khispi	dry (adj.)	wal ~ ɔ-wal	wal 	 ɔ-wal	Variants
1210	Duhumbi	dry (adj.)	wa-aɹ	wa-aɹ		
1211	Khoina	dry (adj.)	ɔ-ɐ͂ː	ɔ-ɐ͂ː		
1212	Jerigaon	dry (adj.)	yk-ɐ̃ː	yk-ɐ̃ː		
1213	Khoitam	dry (adj.)	yk-ɔ̃ː	yk-ɔ̃ː		
1214	Rahung	dry (adj.)	ɔ-ɔ̃ː	ɔ-ɔ̃ː		
1215	Rupa	dry (adj.)	ɔ-ɔ̃ː	ɔ-ɔ̃ː		
1216	Shergaon	dry (adj.)	ɔ-ɔ̃ː	ɔ-ɔ̃ː		
#
1217	Khispi	dry, dry up (v.i.)	al	al		
1218	Duhumbi	dry, dry up (v.i.)	ar	ar		
1220	Jerigaon	dry, dry up (v.i.)	ɐ̃ː	ɐ̃ː		
1223	Rupa	dry, dry up (v.i.)	ɔ̃ː	ɔ̃ː		
#
1225	Khispi	dual	-ziŋ	-ziŋ		
1226	Duhumbi	dual	-ziŋ	-ziŋ		
1230	Rahung	dual	-zik	-zik		
1231	Rupa	dual	-ziŋ	-ziŋ		
1232	Shergaon	dual	-ziŋ	-ziŋ		
#
1233	Khispi	eagle, buzzard	ha-ʦum	ha-ʦum		
1234	Duhumbi	eagle, buzzard	hu-ʦum	hu-ʦum		
1237	Khoitam	eagle, buzzard	pə-ʨyŋ	pə-ʨyŋ		
1238	Rahung	eagle, buzzard	bə-ʨyŋ ~ pʰ-ʨyŋ	bə-ʨyŋ 	 pʰ-ʨyŋ	Variants
1239	Rupa	eagle, buzzard	bə-ʨiŋ	bə-ʨiŋ		
#
1241	Khispi	ear	kʰu-tʰuŋ	kʰu-tʰuŋ		
1242	Duhumbi	ear	kʰu-tʰuŋ	kʰu-tʰuŋ		
1243	Khoina	ear	ga-tʰyŋ	ga-tʰyŋ		
1244	Jerigaon	ear	kʰ-tʰyŋ-lɛ	kʰ-tʰyŋ-lɛ		
1245	Khoitam	ear	kʰ-tʰyŋ	kʰ-tʰyŋ		
1246	Rahung	ear	kʰ-tʰyŋ	kʰ-tʰyŋ		
1247	Rupa	ear	gə-tʰyŋ	gə-tʰyŋ		
1248	Shergaon	ear	kʰə-tʰuŋ-lap	kʰə-tʰuŋ-lap		
#
1249	Khispi	earthworm	(ɕala) pʰu-tʰin	pʰu-tʰin		
1251	Khoina	earthworm	tʰa-kʰ-laː	tʰa-kʰ-laː		
1252	Jerigaon	earthworm	tʰlak-kʰlaː ~ də-kʰlak-kʰlaː	tʰlak-kʰlaː 	 də-kʰlak-kʰlaː	Variants
1253	Khoitam	earthworm	pʰ-tʰaŋ-hɔ̃ː ~ pi-taŋ-hɔ̃ː	pʰ-tʰaŋ-hɔ̃ː 	 pi-taŋ-hɔ̃ː	Variants
1254	Rahung	earthworm	tɔ̃-hɔ̃ː	tɔ̃-hɔ̃ː		
1255	Rupa	earthworm	pʰy dɔ̃(ŋ)hɔ̃ː	pʰy dɔ̃hɔ̃ː		
#
1257	Khispi	eat	ʨʰa	ʨʰa		
1258	Duhumbi	eat	ʨʰa	ʨʰa		
1259	Khoina	eat	ʦʰu	ʦʰu		
1260	Jerigaon	eat	ʨʰu	ʨʰu		
1261	Khoitam	eat	ʨʰu	ʨʰu		
1262	Rahung	eat	ʨʰu	ʨʰu		
1263	Rupa	eat	ʦʰu ~ ʨʰu	ʦʰu 	 ʨʰu	Variants
1264	Shergaon	eat	ʨʰu	ʨʰu		
#
1265	Khispi	egg	ɔ-gɔŋ	ɔ-gɔŋ		
1266	Duhumbi	egg	hɔj-ʥɔŋ	hɔj-ʥɔŋ		
1267	Khoina	egg	a-juŋ	a-juŋ		
1268	Jerigaon	egg	a-juŋ	a-juŋ		
1269	Khoitam	egg	a-juŋ	a-juŋ		
1270	Rahung	egg	a-juŋ	a-juŋ		
1271	Rupa	egg	a-juŋ	a-juŋ		
#
1273	Khispi	eggplant	ban-tʰu	ban-tʰu		
1274	Duhumbi	eggplant	ban-tʰɔw	ban-tʰɔw		
1275	Khoina	eggplant	ma-tʰɔː	ma-tʰɔː		
1276	Jerigaon	eggplant	mə-tʰɔː	mə-tʰɔː		
1277	Khoitam	eggplant	mə-tʰoː	mə-tʰoː		
1278	Rahung	eggplant	pʰ-tʰoː	pʰ-tʰoː		
1279	Rupa	eggplant	man-tʰoː	man-tʰoː		
1280	Shergaon	eggplant	ban-tʰoː	ban-tʰoː		
#
1281	Khispi	eight	sar-gɛː	sar-gɛː		
1282	Duhumbi	eight	sar-gɛˀ	sar-gɛˀ		
1283	Khoina	eight	sar-gɛʔ ~ sar-ʥɛʔ	sar-gɛʔ 	 sar-ʥɛʔ	Variants
1284	Jerigaon	eight	sar-gɛʔ	sar-gɛʔ		
1285	Khoitam	eight	sar-ʥɛʔ	sar-ʥɛʔ		
1286	Rahung	eight	sar-ʥɛʔ	sar-ʥɛʔ		
1287	Rupa	eight	sar-ɟat ~ sar-ʥat	sar-ɟat 	 sar-ʥat	Variants
1288	Shergaon	eight	sar-ɟat	sar-ɟat		
#
1290	Duhumbi	elbow	ki-lik-pa	ki-lik-pa		
1291	Khoina	elbow	ji ʦə-ry	ji ʦə-ry		
1292	Jerigaon	elbow	ik ʨə-ry	ik ʨə-ry		
1293	Khoitam	elbow	ik kə-li	ik kə-li		
1294	Rahung	elbow	ik kə-ri	ik kə-ri		
1295	Rupa	elbow	ik kə-li	ik kə-li		
1296	Shergaon	elbow	ik kə-li	ik kə-li		
#
1299	Khoina	elephant	ʂu-ʂiŋ-tʰɔŋ	ʂu-ʂiŋ-tʰɔŋ		
1300	Jerigaon	elephant	su-sɛn-tʰɔŋ	su-sɛn-tʰɔŋ		
1301	Khoitam	elephant	su-san-tʰɔŋ	su-san-tʰɔŋ		
1302	Rahung	elephant	su-san-tʰɔŋ	su-san-tʰɔŋ		
1303	Rupa	elephant	s-tɔŋ	s-tɔŋ		
1304	Shergaon	elephant	s-tɔŋ	s-tɔŋ		
#
1307	Khoina	empty	a-ruk	a-ruk		
1308	Jerigaon	empty	a-ruk	a-ruk		
1309	Khoitam	empty	a-ruk	a-ruk		
1310	Rahung	empty	a-ruk	a-ruk		
1311	Rupa	empty	a-ruk	a-ruk		
1312	Shergaon	empty	a-ruk	a-ruk		
#
1315	Khoina	excrement	jaː	jaː		
1316	Jerigaon	excrement	jɛː ~ jaː	jɛː 	 jaː	Variants
1317	Khoitam	excrement	jɛː	jɛː		
1318	Rahung	excrement	jɛː	jɛː		
1319	Rupa	excrement	jaː	jaː		
1320	Shergaon	excrement	jaː	jaː		
#
1321	Khispi	excrete	ʨʰat	ʨʰat		
1322	Duhumbi	excrete	ʨʰɛt	ʨʰɛt		
1323	Khoina	excrete	tʂʰɐ̃	tʂʰɐ̃		
1324	Jerigaon	excrete	ʨʰɐ̃	ʨʰɐ̃		
1326	Rahung	excrete	ʨʰɔ̃	ʨʰɔ̃		
1327	Rupa	excrete	ʨʰɔ̃	ʨʰɔ̃		
1328	Shergaon	excrete	ʨʰɔ̃	ʨʰɔ̃		
#
1329	Khispi	exit	ɕɛt	ɕɛt		
1330	Duhumbi	exit	ɕɛt	ɕɛt		
1331	Khoina	exit	ʂɛʔ	ʂɛʔ		
1332	Jerigaon	exit	sɛʔ	sɛʔ		
1333	Khoitam	exit	sɛt	sɛt		
1334	Rahung	exit	sɛt	sɛt		
1335	Rupa	exit	sat	sat		
1336	Shergaon	exit	sat	sat		
#
1337	Khispi	eye	kʰu-mɔː	kʰu-mɔː		
1338	Duhumbi	eye	kʰu-m	kʰu-m		
1339	Khoina	eye	ga-byː	ga-byː		
1340	Jerigaon	eye	kʰa-byː	kʰa-byː		
1341	Khoitam	eye	kʰa-byː	kʰa-byː		
1342	Rahung	eye	kʰam-byː ~ kʰa-byː	kʰam-byː 	 kʰa-byː	Variants
1343	Rupa	eye	kʰa-byː ~ kʰə-byː	kʰa-byː 	 kʰə-byː	Variants
1344	Shergaon	eye	kʰi-biː	kʰi-biː		
#
1346	Duhumbi	face1	zuk	zuk		
1347	Khoina	face1	zyk	zyk		
1349	Khoitam	face1	zyk	zyk		
1350	Rahung	face1	zyk	zyk		
1351	Rupa	face1	zyk	zyk		
#
1353	Khispi	face2	muj	muj		
1354	Duhumbi	face2	mɛj	mɛj		
1355	Khoina	face2	miː	miː		
1356	Jerigaon	face2	miː	miː		
1357	Khoitam	face2	miː	miː		
1358	Rahung	face2	miː	miː		
1359	Rupa	face2	myː	myː		
#
1361	Khispi	falcon	hwa-ʨɔŋ-ki	hwa-ʨɔŋ-ki		
1362	Duhumbi	falcon	hwa-ʨɔŋ-ki	hwa-ʨɔŋ-ki		
1363	Khoina	falcon	ʣa-kyː	ʣa-kyː		
1364	Jerigaon	falcon	ʨaŋ-kə-luŋ	ʨaŋ-kə-luŋ		
#
1369	Khispi	fall1	ɕa	ɕa		
1370	Duhumbi	fall1	ɕa	ɕa		
1374	Rahung	fall1	ʨʰuː	ʨʰuː		
1375	Rupa	fall1	ʦʰuː  ~ ʨʰuː	ʦʰuː  	 ʨʰuː	Variants
#
1380	Jerigaon	fall2	hiŋ	hiŋ		
1381	Khoitam	fall2	hiŋ	hiŋ		
1382	Rahung	fall2	hyŋ	hyŋ		
1383	Rupa	fall2	hĩː	hĩː		
1384	Shergaon	fall2	hĩː	hĩː		
#
1387	Khoina	far	a-tʂʰɐ̃ː	a-tʂʰɐ̃ː		
1388	Jerigaon	far	a-ʨʰɐ̃ː	a-ʨʰɐ̃ː		
1389	Khoitam	far	a-ʨʰɔ̃ː	a-ʨʰɔ̃ː		
1390	Rahung	far	a-ʨʰɔ̃ː	a-ʨʰɔ̃ː		
1391	Rupa	far	a-ʨʰɔ̃ː	a-ʨʰɔ̃ː		
1392	Shergaon	far	a-ʨʰɔ̃ː	a-ʨʰɔ̃ː		
#
1394	Duhumbi	fast	ʥɔk-pu	ʥɔk-pu		
1395	Khoina	fast	a-ʥɔk	a-ʥɔk		
1396	Jerigaon	fast	a-ʥɔk	a-ʥɔk		
1397	Khoitam	fast	a-ʥɔk	a-ʥɔk		
1398	Rahung	fast	a-ʥɔk	a-ʥɔk		
1399	Rupa	fast	a-dzuk ~ a-dzɔk	a-dzuk 	 a-dzɔk	Variants
1400	Shergaon	fast	a-ʥɔk	a-ʥɔk		
#
1401	Khispi	fat (n)	ɔ-ju ~ u-ju	ɔ-ju 	 u-ju	Variants
1402	Duhumbi	fat (n)	ɔ-jɔw	ɔ-jɔw		
1403	Khoina	fat (n)	a-jɔː	a-jɔː		
1404	Jerigaon	fat (n)	a-jɔː	a-jɔː		
1405	Khoitam	fat (n)	a-joː	a-joː		
1406	Rahung	fat (n)	a-joː	a-joː		
1407	Rupa	fat (n)	a-joː	a-joː		
1408	Shergaon	fat (n)	a-joː	a-joː		
#
1409	Khispi	father	a-ba	a-ba		
1410	Duhumbi	father	a-pa	a-pa		
1411	Khoina	father	a-bɔː	a-bɔː		
1412	Jerigaon	father	a-bɔː	a-bɔː		
1413	Khoitam	father	a-bɔː	a-bɔː		
1414	Rahung	father	a-boː	a-boː		
1415	Rupa	father	a-boː ~ a-poː ~ bɔ-ja	a-boː 	 a-poː  bɔ-ja	Variants
#
1419	Khoina	fear (vi)	fuŋ	fuŋ		
1420	Jerigaon	fear (vi)	huŋ	huŋ		
1421	Khoitam	fear (vi)	huŋ	huŋ		
1422	Rahung	fear (vi)	huŋ	huŋ		
1423	Rupa	fear (vi)	huŋ	huŋ		
1424	Shergaon	fear (vi)	huŋ	huŋ		
#
1425	Khispi	female	u-ma ~ a-ma	u-ma 	 a-ma	Variants
1426	Duhumbi	female	u-ma	u-ma		
1427	Khoina	female	am ~ a-muː	am 	 a-muː	Variants
1428	Jerigaon	female	a-muː	a-muː		
1429	Khoitam	female	a-muː	a-muː		
1430	Rahung	female	a-muː	a-muː		
1431	Rupa	female	a-muː	a-muː		
1432	Shergaon	female	a-muː	a-muː		
#
1433	Khispi	fence	gɔŋ	gɔŋ		
1434	Duhumbi	fence	gɔŋ	gɔŋ		
1437	Khoitam	fence	guŋ	guŋ		
1438	Rahung	fence	guŋ	guŋ		
#
1441	Khispi	fern, fiddlehead	daŋ-sum	daŋ-sum		
1442	Duhumbi	fern, fiddlehead	daŋ-sum	daŋ-sum		
1443	Khoina	fern, fiddlehead	daŋ-søn	daŋ-søn		
1444	Jerigaon	fern, fiddlehead	daŋ-søn	daŋ-søn		
1445	Khoitam	fern, fiddlehead	daŋ-sɔm	daŋ-sɔm		
1446	Rahung	fern, fiddlehead	daŋ-søm	daŋ-søm		
1447	Rupa	fern, fiddlehead	daŋ-sɔm ~ daŋ-sum	daŋ-sɔm 	 daŋ-sum	Variants
1448	Shergaon	fern, fiddlehead	daŋ-sum	daŋ-sum		
#
1449	Khispi	fetch	la	la		
1450	Duhumbi	fetch	la	la		
1453	Khoitam	fetch	luː	luː		
1454	Rahung	fetch	loː	loː		
1455	Rupa	fetch	luː ~ ruː	luː 	 ruː	Variants
1456	Shergaon	fetch	luː	luː		
#
1459	Khoina	few, little	a-ʨʰaː	a-ʨʰaː		
1460	Jerigaon	few, little	a-ʨʰɛː	a-ʨʰɛː		
1461	Khoitam	few, little	a-ʨʰɛː	a-ʨʰɛː		
1462	Rahung	few, little	a-ʨʰɛː	a-ʨʰɛː		
#
1465	Khispi	field	lɛk	lɛk		
1466	Duhumbi	field	ljɛk	ljɛk		
1467	Khoina	field	rajk	rajk		
1468	Jerigaon	field	rɛˀ	rɛˀ		
1469	Khoitam	field	rɛk(-zĩː)	rɛk		
1470	Rahung	field	rɛk	rɛk		
1471	Rupa	field	rɛk ~ rɛk(-saŋ)	rɛk 	 rɛk	Variants
1472	Shergaon	field	rɛk(-saŋ)	rɛk		
#
1473	Khispi	finger	hut ɕa-da	hut ɕa-da		
1474	Duhumbi	finger	hut bra-ma	hut bra-ma		
1475	Khoina	finger	ik a-du	ik a-du		
1476	Jerigaon	finger	ik a-du	ik a-du		
1477	Khoitam	finger	ik brɔm	ik brɔm		
1478	Rahung	finger	ik prø-muŋ ~ ik-brɔm	ik prø-muŋ 	 ik-brɔm	Variants
1479	Rupa	finger	ik ʦʰik ~ ik-ʨʰik ~ ik-ʨʰĩː	ik ʦʰik 	 ik-ʨʰik  ik-ʨʰĩː	Variants
#
1481	Khispi	fire	bej	bej		
1482	Duhumbi	fire	bɛj	bɛj		
1483	Khoina	fire	baː	baː		
1484	Jerigaon	fire	bɛˀ	bɛˀ		
1485	Khoitam	fire	bɛˀ	bɛˀ		
1486	Rahung	fire	bɛˀ	bɛˀ		
1487	Rupa	fire	baˀ	baˀ		
1488	Shergaon	fire	ba	ba		
#
1489	Khispi	fire prefix	bu-	bu-		
1490	Duhumbi	fire prefix	bu-	bu-		
1491	Khoina	fire prefix	ba-	ba-		
1492	Jerigaon	fire prefix	ba-	ba-		
1493	Khoitam	fire prefix	ba-	ba-		
1494	Rahung	fire prefix	ba-	ba-		
1495	Rupa	fire prefix	ba-	ba-		
1496	Shergaon	fire prefix	ba-	ba-		
#
1497	Khispi	fish	ŋa	ŋa		
1498	Duhumbi	fish	ŋa	ŋa		
1499	Khoina	fish	nu	nu		
1500	Jerigaon	fish	nu	nu		
1501	Khoitam	fish	nu(ŋ)	nu		
1502	Rahung	fish	nu(ŋ)	nu		
1503	Rupa	fish	ɲu ~ ɲuŋ	ɲu 	 ɲuŋ	Variants
1504	Shergaon	fish	ɲu	ɲu		
#
1505	Khispi	five	kʰa	kʰa		
1506	Duhumbi	five	kʰa	kʰa		
1507	Khoina	five	kʰuː	kʰuː		
1508	Jerigaon	five	kʰuː	kʰuː		
1509	Khoitam	five	kʰuː	kʰuː		
1510	Rahung	five	kʰuː	kʰuː		
1511	Rupa	five	kʰuː	kʰuː		
1512	Shergaon	five	kʰuː	kʰuː		
#
1514	Duhumbi	flame	(bɛj) ɬap	ɬap		
1517	Khoitam	flame	(bɛ-) lap ~ (ba-) lap	lap 	  lap	Variants
1519	Rupa	flame	(ba) a-lap ~ (ba-) lap	a-lap 	  lap	Variants
#
1521	Khispi	flee	jɛt	jɛt		
1522	Duhumbi	flee	jɛt	jɛt		
1525	Khoitam	flee	jɛt	jɛt		
1526	Rahung	flee	jɛt	jɛt		
1527	Rupa	flee	jat	jat		
1528	Shergaon	flee	jat	jat		
#
1532	Jerigaon	float	raː (-tʰɔn)	raː		
1533	Khoitam	float	rɛː (-tʰĩː)	rɛː		
1534	Rahung	float	rɛː (-tʰyː)	rɛː		
#
1537	Khispi	flour	pʰuj	pʰuj		
1538	Duhumbi	flour	pʰɔj	pʰɔj		
1539	Khoina	flour	nə-faː	nə-faː		
1540	Jerigaon	flour	nə-hɛːʰ	nə-hɛːʰ		
1541	Khoitam	flour	nə-pʰɛːʰ	nə-pʰɛːʰ		
1542	Rahung	flour	mə-hɛːʰ	mə-hɛːʰ		
1543	Rupa	flour	nə-pʰaː	nə-pʰaː		
1544	Shergaon	flour	nə-pʰaː	nə-pʰaː		
#
1546	Duhumbi	flow	wa	wa		
1547	Khoina	flow	xyj(ŋ)	xyj		
1548	Jerigaon	flow	hyŋ	hyŋ		
1549	Khoitam	flow	hyŋ	hyŋ		
1551	Rupa	flow	haw	haw		
1552	Shergaon	flow	haw	haw		
#
1555	Khoina	fly (n)	bə-ʨiŋ-ʨɔŋ ~ bə-ʨiŋ-pʰuŋ	bə-ʨiŋ-ʨɔŋ 	 bə-ʨiŋ-pʰuŋ	Variants
1556	Jerigaon	fly (n)	pʰə-ʨiŋ-ʨɔŋ ~mə-ʨiŋ-ʨɔŋ	pʰə-ʨiŋ-ʨɔŋ 	mə-ʨiŋ-ʨɔŋ	Variants
1557	Khoitam	fly (n)	pʰ-ʦiː ~ pʰ-ʨiː	pʰ-ʦiː 	 pʰ-ʨiː	Variants
1558	Rahung	fly (n)	ʨa-pim	ʨa-pim		
1559	Rupa	fly (n)	bə-ʨiŋ	bə-ʨiŋ		
1560	Shergaon	fly (n)	bə-ʨiŋ	bə-ʨiŋ		
#
1561	Khispi	fly (vi)	ɕɛl	ɕɛl		
1562	Duhumbi	fly (vi)	ɕɛɹ	ɕɛɹ		
1563	Khoina	fly (vi)	ʦʰɛn	ʦʰɛn		
1564	Jerigaon	fly (vi)	ʨʰɛn	ʨʰɛn		
1565	Khoitam	fly (vi)	ʨʰan	ʨʰan		
1566	Rahung	fly (vi)	ʨʰɛm	ʨʰɛm		
1567	Rupa	fly (vi)	ʨʰan ~ ʦʰan	ʨʰan 	 ʦʰan	Variants
1568	Shergaon	fly (vi)	ʨʰan	ʨʰan		
#
1569	Khispi	fodder	ʦi	ʦi		
1570	Duhumbi	fodder	ʦi	ʦi		
1571	Khoina	fodder	də-ʦʰik	də-ʦʰik		
1573	Khoitam	fodder	ʨiː	ʨiː		
1574	Rahung	fodder	ʨiː	ʨiː		
1575	Rupa	fodder	də-sɛː ~ siː	də-sɛː 	 siː	Variants
#
