# Wordlist

# DATA
ID	DOCULECT	CONCEPT	VALUE	FORM	VARIANTS	NOTE
2116	Jerigaon	Khoitam people	kʰ-tam-ʥi	kʰ-tam-ʥi		
2119	Rupa	Khoitam people	gə-tam-ʥi	gə-tam-ʥi		
2120	Shergaon	Khoitam people	ka-tam-ʥi	ka-tam-ʥi		
#
2499	Khoina	Miji people	kʰu-nɔ̃ː	kʰu-nɔ̃ː		
2500	Jerigaon	Miji people	kʰu-nɔ̃ː-ʥi	kʰu-nɔ̃ː-ʥi		
2502	Rahung	Miji people	kʰu-nũː(ŋ)	kʰu-nũː		
2503	Rupa	Miji people	kʰu-nũː	kʰu-nũː		
2504	Shergaon	Miji people	kʰu-nɔ̃ː	kʰu-nɔ̃ː		
#
2537	Khispi	Monpa	mɔn-pa	mɔn-pa		
2538	Duhumbi	Monpa	mɔn-pa	mɔn-pa		
2539	Khoina	Monpa	ʥə-mɐ̃ː	ʥə-mɐ̃ː		
2542	Rahung	Monpa	mɔn-pa	mɔn-pa		
2543	Rupa	Monpa	ʥə-mɔ̃ː	ʥə-mɔ̃ː		
2544	Shergaon	Monpa	ʥɔ-mɔ̃ː	ʥɔ-mɔ̃ː		
#
2657	Khispi	Namshu people	nam-ɕu-pa	nam-ɕu-pa		
2658	Duhumbi	Namshu people	nam-ɕu-pa	nam-ɕu-pa		
2659	Khoina	Namshu people	na-ʦʰɔː-ʥi	na-ʦʰɔː-ʥi		
2660	Jerigaon	Namshu people	nə-ʨo-ʤi	nə-ʨo-ʤi		
2662	Rahung	Namshu people	pʰ-ʨʰoː-ʥi	pʰ-ʨʰoː-ʥi		
#
3073	Khispi	Puroik	bi-ɕ-taŋ	bi-ɕ-taŋ		
3074	Duhumbi	Puroik	bi-s-taŋ	bi-s-taŋ		
3075	Khoina	Puroik	ɕ-taŋ	ɕ-taŋ		
3079	Rupa	Puroik	s-taŋ	s-taŋ		
#
3137	Khispi	Rahung, people of	la-pʰuŋ-bi	la-pʰuŋ-bi		
3139	Khoina	Rahung, people of	rə-pʰiŋ-ʥi	rə-pʰiŋ-ʥi		
3140	Jerigaon	Rahung, people of	rə-pʰiŋ-ʥi	rə-pʰiŋ-ʥi		
3143	Rupa	Rahung, people of	rə-pʰyŋ-ʥi	rə-pʰyŋ-ʥi		
3144	Shergaon	Rahung, people of	ru-pʰuŋ-ʥi	ru-pʰuŋ-ʥi		
#
3491	Khoina	Sherdukpen	tʰɔː-mø-ʥi	tʰɔː-mø-ʥi		
3492	Jerigaon	Sherdukpen	tʰɔ̃ŋ-ʥi  ~ tʰuwã-ʤi	tʰɔ̃ŋ-ʥi  	 tʰuwã-ʤi	Variants
3494	Rahung	Sherdukpen	tʰə-mø-ʥi	tʰə-mø-ʥi		
3495	Rupa	Sherdukpen	møˀ	møˀ		
3496	Shergaon	Sherdukpen	meˀ	meˀ		
#
3497	Khispi	Shergaon, people of	ɕɛl-pi	ɕɛl-pi		
3499	Khoina	Shergaon, people of	ʂɛ̃ː(n)-ʥi	ʂɛ̃ː-ʥi		
3500	Jerigaon	Shergaon, people of	sɛ̃ː(n)-ʥi	sɛ̃ː-ʥi		
3502	Rahung	Shergaon, people of	sɛ̃ː(n)-ʥi	sɛ̃ː-ʥi		
3503	Rupa	Shergaon, people of	sɛ̃ː(n)-ʥi	sɛ̃ː-ʥi		
#
4145	Khispi	Thembang people	tʰje-maŋ-bi	tʰje-maŋ-bi		
4146	Duhumbi	Thembang people	tʰɛm-baŋ-pa	tʰɛm-baŋ-pa		
4147	Khoina	Thembang people	tʰɛm-baŋ-ʥi	tʰɛm-baŋ-ʥi		
4148	Jerigaon	Thembang people	thebang-ʤi	thebang-ʤi		
4150	Rahung	Thembang people	tʰam-baŋ-ʥi	tʰam-baŋ-ʥi		
#
41	Khispi	ablative	-lɔ	-lɔ		
42	Duhumbi	ablative	-lɔ̰ˀ	-lɔ̰ˀ		
43	Khoina	ablative	-lɔ	-lɔ		
44	Jerigaon	ablative	-lɔ	-lɔ		
45	Khoitam	ablative	-lɔ	-lɔ		
46	Rahung	ablative	-rɔ	-rɔ		
47	Rupa	ablative	-lɔ	-lɔ		
48	Shergaon	ablative	-lɔ	-lɔ		
#
49	Khispi	above, top	ʨʰaŋ	ʨʰaŋ		
50	Duhumbi	above, top	ʨʰaŋ	ʨʰaŋ		
51	Khoina	above, top	a-ʦʰɔ̃ː(ŋ)	a-ʦʰɔ̃ː		
52	Jerigaon	above, top	a-ʨʰɔ̃ː(ŋ)	a-ʨʰɔ̃ː		
53	Khoitam	above, top	a-ʨʰũː(ŋ)	a-ʨʰũː		
#
57	Khispi	achieve, obtain	man	man		
58	Duhumbi	achieve, obtain	man	man		
59	Khoina	achieve, obtain	mɐ̃ː	mɐ̃ː		
61	Khoitam	achieve, obtain	mɔ̃ː	mɔ̃ː		
62	Rahung	achieve, obtain	mɔ̃ː	mɔ̃ː		
63	Rupa	achieve, obtain	mɔ̃ː	mɔ̃ː		
#
65	Khispi	aconite	si	si		
66	Duhumbi	aconite	si	si		
67	Khoina	aconite	saː	saː		
68	Jerigaon	aconite	sɛː	sɛː		
69	Khoitam	aconite	sɛ	sɛ		
70	Rahung	aconite	sɛˀ	sɛˀ		
71	Rupa	aconite	saː	saː		
72	Shergaon	aconite	saː	saː		
#
73	Khispi	after	la-kʰuŋ	la-kʰuŋ		
74	Duhumbi	after	la-kʰuŋ	la-kʰuŋ		
75	Khoina	after	la-kʰyŋ	la-kʰyŋ		
78	Rahung	after	la-kʰyŋ	la-kʰyŋ		
79	Rupa	after	də-kʰyŋ	də-kʰyŋ		
#
83	Khoina	afternoon	na-jɔ-tǿn	na-jɔ-tǿn		
84	Jerigaon	afternoon	ny-jɔ-tɛn	ny-jɔ-tɛn		
85	Khoitam	afternoon	ny-jɔ	ny-jɔ		
86	Rahung	afternoon	ny-jo	ny-jo		
87	Rupa	afternoon	ɲaw	ɲaw		
88	Shergaon	afternoon	ɲaw	ɲaw		
#
89	Khispi	agent	-ɔ	-ɔ		
90	Duhumbi	agent	-ɔ̰ˀ	-ɔ̰ˀ		
93	Khoitam	agent	-ɔ	-ɔ		
94	Rahung	agent	-ɔ	-ɔ		
95	Rupa	agent	-ɔ̃	-ɔ̃		
#
97	Khispi	alive, healthy	ɔ-haŋ	ɔ-haŋ		
98	Duhumbi	alive, healthy	u-kʰaŋ	u-kʰaŋ		
101	Khoitam	alive, healthy	a-haŋ	a-haŋ		
102	Rahung	alive, healthy	a-haŋ	a-haŋ		
103	Rupa	alive, healthy	a-haŋ-ba	a-haŋ-ba		
104	Shergaon	alive, healthy	a-haŋ	a-haŋ		
#
107	Khoina	all	a-tʰɔn-ʥi	a-tʰɔn-ʥi		
109	Khoitam	all	a-tʰɔm	a-tʰɔm		
110	Rahung	all	a-tʰɔm	a-tʰɔm		
111	Rupa	all	a-tʰɔm	a-tʰɔm		
112	Shergaon	all	a-tʰɔm	a-tʰɔm		
#
113	Khispi	allative	-ta	-ta		
114	Duhumbi	allative	-ta	-ta		
116	Jerigaon	allative	-tɛn	-tɛn		
117	Khoitam	allative	-tan	-tan		
118	Rahung	allative	-tɛn	-tɛn		
119	Rupa	allative	-tɔː	-tɔː		
120	Shergaon	allative	-tɔː	-tɔː		
#
122	Duhumbi	amaranth	mɛs-kɔŋ	mɛs-kɔŋ		
124	Jerigaon	amaranth	mə-kuŋ	mə-kuŋ		
#
129	Khispi	angry (vi)	(ki) ʦʰik	ʦʰik		
130	Duhumbi	angry (vi)	(ki) ʦʰik	ʦʰik		
131	Khoina	angry (vi)	lyŋ ʐyk	lyŋ ʐyk		
132	Jerigaon	angry (vi)	lyŋ zyk	lyŋ zyk		
133	Khoitam	angry (vi)	liŋ zyk	liŋ zyk		
134	Rahung	angry (vi)	liŋ zik	liŋ zik		
135	Rupa	angry (vi)	zə-lik	zə-lik		
136	Shergaon	angry (vi)	zə-lik	zə-lik		
#
137	Khispi	ant	(kʰe-) ʨʰɔk	ʨʰɔk		
138	Duhumbi	ant	(kʰin-) ʨʰɔk	ʨʰɔk		
139	Khoina	ant	ʂan-dʐɔk	ʂan-dʐɔk		
140	Jerigaon	ant	san-ʥɔk	san-ʥɔk		
141	Khoitam	ant	saŋ-ʥɔk	saŋ-ʥɔk		
142	Rahung	ant	saŋ-ʥɔk	saŋ-ʥɔk		
143	Rupa	ant	San-ɟɔk ~ san-ʥɔk	San-ɟɔk 	 san-ʥɔk	Variants
144	Shergaon	ant	san-ʥɔk	san-ʥɔk		
#
145	Khispi	arrive	pʰɛt	pʰɛt		
146	Duhumbi	arrive	pʰɛt	pʰɛt		
147	Khoina	arrive	pʰɛt	pʰɛt		
148	Jerigaon	arrive	pʰɛʔ	pʰɛʔ		
149	Khoitam	arrive	pʰɛt	pʰɛt		
150	Rahung	arrive	pʰɛt	pʰɛt		
#
153	Khispi	arrow	mik	mik		
154	Duhumbi	arrow	mik	mik		
156	Jerigaon	arrow	mik	mik		
157	Khoitam	arrow	mik	mik		
158	Rahung	arrow	mik-ri	mik-ri		
159	Rupa	arrow	mik	mik		
160	Shergaon	arrow	mit	mit		
#
162	Duhumbi	ascend	ʥaŋ(-luŋ)	ʥaŋ		
163	Khoina	ascend	ʥaŋ	ʥaŋ		
164	Jerigaon	ascend	(kʰa-)ʥaŋ (aŋ)	ʥaŋ		
166	Rahung	ascend	(kʰan-)ʥaŋ (ɔŋ)	ʥaŋ		
#
169	Khispi	ash	ʨʰu-pʰa	ʨʰu-pʰa		
170	Duhumbi	ash	ʨʰu-pʰaˀ	ʨʰu-pʰaˀ		
171	Khoina	ash	ʥɐ-pʰlu	ʥɐ-pʰlu		
172	Jerigaon	ash	ʨʰa-pʰlu	ʨʰa-pʰlu		
173	Khoitam	ash	ʨʰa-pʰlu	ʨʰa-pʰlu		
174	Rahung	ash	ʨʰa-pʰru ~ ʨʰa-pʰlu	ʨʰa-pʰru 	 ʨʰa-pʰlu	Variants
175	Rupa	ash	ʨʰa-pʰlu	ʨʰa-pʰlu		
176	Shergaon	ash	ʨʰa-plu	ʨʰa-plu		
#
177	Khispi	ask	ʥik	ʥik		
178	Duhumbi	ask	ʥik	ʥik		
179	Khoina	ask	ʐik	ʐik		
181	Khoitam	ask	zik	zik		
182	Rahung	ask	zik	zik		
183	Rupa	ask	zik	zik		
#
185	Khispi	associative	-tʰɔŋ	-tʰɔŋ		
186	Duhumbi	associative	-tʰɔŋ	-tʰɔŋ		
187	Khoina	associative	-tʰyŋ	-tʰyŋ		
189	Khoitam	associative	-tʰɔŋ	-tʰɔŋ		
190	Rahung	associative	-tʰɔŋ	-tʰɔŋ		
191	Rupa	associative	-tʰɔ̃ː(ŋ)	-tʰɔ̃ː		
192	Shergaon	associative	-tʰɔŋ	-tʰɔŋ		
#
193	Khispi	attic	ʑak ~ ʑap	ʑak 	 ʑap	Variants
194	Duhumbi	attic	jap	jap		
195	Khoina	attic	ʐɔː	ʐɔː		
197	Khoitam	attic	zoː	zoː		
198	Rahung	attic	zoː	zoː		
199	Rupa	attic	zoː	zoː		
200	Shergaon	attic	zoː	zoː		
#
201	Khispi	axe	pʰa	pʰa		
202	Duhumbi	axe	pʰa	pʰa		
203	Khoina	axe	pʰu-luˀ	pʰu-luˀ		
204	Jerigaon	axe	pʰluˀ	pʰluˀ		
205	Khoitam	axe	pʰluˀ	pʰluˀ		
206	Rahung	axe	pʰruˀ	pʰruˀ		
207	Rupa	axe	pʰluˀ	pʰluˀ		
208	Shergaon	axe	pʰluˀ	pʰluˀ		
#
211	Khoina	back (n)	na-guŋ	na-guŋ		
212	Jerigaon	back (n)	na-kuŋ	na-kuŋ		
213	Khoitam	back (n)	(a-)kyː	kyː		
214	Rahung	back (n)	kyː	kyː		
215	Rupa	back (n)	ɲa-kʰuŋ ~ ɲa-guŋ	ɲa-kʰuŋ 	 ɲa-guŋ	Variants
216	Shergaon	back (n)	ɲa-kʰuŋ	ɲa-kʰuŋ		
#
217	Khispi	back (wards)	kʰiɕ ~ kʰis	kʰiɕ 	 kʰis	Variants
221	Khoitam	back (wards)	li-kʰeː	li-kʰeː		
222	Rahung	back (wards)	la-kʰeː	la-kʰeː		
223	Rupa	back (wards)	lə-kʰeː	lə-kʰeː		
#
225	Khispi	bad1	u-ʑan	u-ʑan		
226	Duhumbi	bad1	u-ʑan	u-ʑan		
227	Khoina	bad1	a-ʐɐ̃ː (-dy)	a-ʐɐ̃ː		
229	Khoitam	bad1	a-zɔ̃ː	a-zɔ̃ː		
230	Rahung	bad1	a-zɔ̃ː	a-zɔ̃ː		
231	Rupa	bad1	a-zɔ̃ː	a-zɔ̃ː		
#
235	Khoina	bad2	a-nu	a-nu		
236	Jerigaon	bad2	a-nu	a-nu		
237	Khoitam	bad2	a-nu	a-nu		
238	Rahung	bad2	a-nu	a-nu		
239	Rupa	bad2	a-ɲu	a-ɲu		
#
241	Khispi	bamboo	mej	mej		
242	Duhumbi	bamboo	mɛj	mɛj		
243	Khoina	bamboo	maː	maː		
244	Jerigaon	bamboo	mɛˀ	mɛˀ		
245	Khoitam	bamboo	mɛˀ	mɛˀ		
246	Rahung	bamboo	mɛˀ	mɛˀ		
247	Rupa	bamboo	maˀ	maˀ		
248	Shergaon	bamboo	ma	ma		
#
251	Khoina	banana	ma-suŋ	ma-suŋ		
252	Jerigaon	banana	mə-suŋ	mə-suŋ		
253	Khoitam	banana	mə-suŋ	mə-suŋ		
254	Rahung	banana	pʰ-suŋ	pʰ-suŋ		
255	Rupa	banana	mə-suŋ ~ bə-suŋ	mə-suŋ 	 bə-suŋ	Variants
256	Shergaon	banana	mə-suŋ	mə-suŋ		
#
257	Khispi	barley	pʰɔk	pʰɔk		
258	Duhumbi	barley	pʰɔk	pʰɔk		
259	Khoina	barley	pʰuk (dakløː)	pʰuk		
260	Jerigaon	barley	pʰuk	pʰuk		
261	Khoitam	barley	pʰuk	pʰuk		
262	Rahung	barley	pʰuk	pʰuk		
263	Rupa	barley	pʰuk	pʰuk		
264	Shergaon	barley	pʰuk	pʰuk		
#
265	Khispi	bastard	daw-la	daw-la		
266	Duhumbi	bastard	dow-la	dow-la		
267	Khoina	bastard	də-pʰlɐːʰ	də-pʰlɐːʰ		
268	Jerigaon	bastard	du-flɐːʰ	du-flɐːʰ		
269	Khoitam	bastard	du-pʰlɔːʰ ~ du-pʰlaːʰ	du-pʰlɔːʰ 	 du-pʰlaːʰ	Variants
270	Rahung	bastard	da-pʰlɔːʰ	da-pʰlɔːʰ		
271	Rupa	bastard	də-pʰlɔːʰ	də-pʰlɔːʰ		
272	Shergaon	bastard	də-pʰlɔː	də-pʰlɔː		
#
273	Khispi	bat	pʰa-baŋ	pʰa-baŋ		
274	Duhumbi	bat	pʰa-waŋ ~ pʰɔŋ-kʰaŋ	pʰa-waŋ 	 pʰɔŋ-kʰaŋ	Variants
275	Khoina	bat	ʥə-pʰlɔ̃ː	ʥə-pʰlɔ̃ː		
276	Jerigaon	bat	ʨʰa-pʰɔ̃ː	ʨʰa-pʰɔ̃ː		
277	Khoitam	bat	pʰɔː-waŋ	pʰɔː-waŋ		
278	Rahung	bat	ʨʰam-pʰɔm	ʨʰam-pʰɔm		
279	Rupa	bat	ʨʰam-pʰlaː ~ ʦʰam-pʰlɔ̃ː ~ pʰaː-baŋ ~ pʰaː-waŋ	ʨʰam-pʰlaː 	 ʦʰam-pʰlɔ̃ː  pʰaː-baŋ  pʰaː-waŋ	Variants
280	Shergaon	bat	paŋ-paŋ	paŋ-paŋ		
#
281	Khispi	beans	pʰo-bin	pʰo-bin		
283	Khoina	beans	pʰɔŋ-ba	pʰɔŋ-ba		
284	Jerigaon	beans	pʰɔŋ-ba	pʰɔŋ-ba		
285	Khoitam	beans	pʰɔm-bɛ	pʰɔm-bɛ		
286	Rahung	beans	pʰam-bɛ	pʰam-bɛ		
287	Rupa	beans	pʰam-pʰla	pʰam-pʰla		
#
289	Khispi	bear	ɕa-tʰɔm	ɕa-tʰɔm		
290	Duhumbi	bear	ɕa-tʰɔm	ɕa-tʰɔm		
291	Khoina	bear	ɕ-tʰuŋ	ɕ-tʰuŋ		
292	Jerigaon	bear	s-tʰuŋ	s-tʰuŋ		
293	Khoitam	bear	s-tʰuŋ ~ s-tuŋ	s-tʰuŋ 	 s-tuŋ	Variants
294	Rahung	bear	s-tuŋ	s-tuŋ		
295	Rupa	bear	s-tuŋ	s-tuŋ		
296	Shergaon	bear	s-tuŋ	s-tuŋ		
#
297	Khispi	beat, hit	mak	mak		
298	Duhumbi	beat, hit	mak	mak		
299	Khoina	beat, hit	wɐk	wɐk		
300	Jerigaon	beat, hit	wak	wak		
302	Rahung	beat, hit	mak	mak		
303	Rupa	beat, hit	mak	mak		
#
305	Khispi	beautiful	u-liɕ-ta	u-liɕ-ta		
306	Duhumbi	beautiful	u-lis	u-lis		
310	Rahung	beautiful	a-leː-du	a-leː-du		
311	Rupa	beautiful	a-leː-du	a-leː-du		
#
313	Khispi	bee	ʨʰi-kʰus a-ma	ʨʰi-kʰus a-ma		
314	Duhumbi	bee	ʨʰi-kʰus a-ma	ʨʰi-kʰus a-ma		
315	Khoina	bee	ʨʰə-xø-mɐː	ʨʰə-xø-mɐː		
316	Jerigaon	bee	ʨʰə-kʰø-muː	ʨʰə-kʰø-muː		
318	Rahung	bee	ʨʰaŋ-kʰø-əm	ʨʰaŋ-kʰø-əm		
319	Rupa	bee	ʨʰə-kʰø-mɔː	ʨʰə-kʰø-mɔː		
320	Shergaon	bee	ʨʰə-kʰe-mɔː	ʨʰə-kʰe-mɔː		
#
321	Khispi	beer filter	tʰɔk	tʰɔk		
322	Duhumbi	beer filter	tʰɔk	tʰɔk		
323	Khoina	beer filter	tʰɔk	tʰɔk		
324	Jerigaon	beer filter	tʰɔk	tʰɔk		
325	Khoitam	beer filter	tʰɔk	tʰɔk		
326	Rahung	beer filter	tʰɔk(-broː)	tʰɔk		
327	Rupa	beer filter	tʰɔk	tʰɔk		
328	Shergaon	beer filter	(kʰi-)tʰɔk	tʰɔk		
#
329	Khispi	beer strainer	kʰas-ki	kʰas-ki		
330	Duhumbi	beer strainer	kʰas-ki	kʰas-ki		
332	Jerigaon	beer strainer	ka-ʨɛˀ	ka-ʨɛˀ		
333	Khoitam	beer strainer	(byŋ) kʰa-ʨi	kʰa-ʨi		
#
337	Khispi	behind	la-kʰun	la-kʰun		
338	Duhumbi	behind	la-kʰun	la-kʰun		
342	Rahung	behind	la-kʰeː	la-kʰeː		
343	Rupa	behind	də-kʰeː	də-kʰeː		
#
345	Khispi	belly, abdomen	hi-niŋ	hi-niŋ		
346	Duhumbi	belly, abdomen	hi-liŋ	hi-liŋ		
347	Khoina	belly, abdomen	sə-rĩː	sə-rĩː		
348	Jerigaon	belly, abdomen	sə-rĩː	sə-rĩː		
349	Khoitam	belly, abdomen	pʰə-riŋ	pʰə-riŋ		
350	Rahung	belly, abdomen	sə-ɾiŋ	sə-ɾiŋ		
351	Rupa	belly, abdomen	sə-riŋ	sə-riŋ		
352	Shergaon	belly, abdomen	sə-riŋ	sə-riŋ		
#
353	Khispi	belt	bu-kʰak	bu-kʰak		
354	Duhumbi	belt	bu-kʰak	bu-kʰak		
355	Khoina	belt	bu-kʰɐk	bu-kʰɐk		
356	Jerigaon	belt	mə-kʰak	mə-kʰak		
357	Khoitam	belt	mə-kʰak	mə-kʰak		
358	Rahung	belt	mə-kʰak	mə-kʰak		
359	Rupa	belt	mə-kʰak	mə-kʰak		
360	Shergaon	belt	mə-kʰak	mə-kʰak		
#
361	Khispi	big	ɔ-dɔk	ɔ-dɔk		
362	Duhumbi	big	ɔ-dɔk	ɔ-dɔk		
363	Khoina	big	a-dɔk	a-dɔk		
364	Jerigaon	big	a-dɔk	a-dɔk		
365	Khoitam	big	a-dɔk	a-dɔk		
366	Rahung	big	a-dɔk	a-dɔk		
367	Rupa	big	a-dɔk	a-dɔk		
368	Shergaon	big	a-dɔk	a-dɔk		
#
369	Khispi	bind (v)	dɔŋ	dɔŋ		
370	Duhumbi	bind (v)	dɔŋ	dɔŋ		
371	Khoina	bind (v)	ruŋ	ruŋ		
#
377	Khispi	bird	hwa	hwa		
378	Duhumbi	bird	hwa	hwa		
379	Khoina	bird	fuː	fuː		
380	Jerigaon	bird	huː	huː		
381	Khoitam	bird	huː	huː		
382	Rahung	bird	huː	huː		
383	Rupa	bird	huː	huː		
384	Shergaon	bird	huː	huː		
#
385	Khispi	bite	zɛk	zɛk		
386	Duhumbi	bite	zjɛk	zjɛk		
389	Khoitam	bite	zɛk	zɛk		
390	Rahung	bite	zɛk	zɛk		
391	Rupa	bite	zɛk	zɛk		
392	Shergaon	bite	zɛk	zɛk		
#
393	Khispi	bitter (vi)	ʨʰak	ʨʰak		
394	Duhumbi	bitter (vi)	ʨʰak	ʨʰak		
395	Khoina	bitter (vi)	a-ʨʰɐk	a-ʨʰɐk		
396	Jerigaon	bitter (vi)	ʨʰak	ʨʰak		
397	Khoitam	bitter (vi)	ʨʰak	ʨʰak		
398	Rahung	bitter (vi)	ʨʰak	ʨʰak		
399	Rupa	bitter (vi)	cʰak ~ ʨʰak	cʰak 	 ʨʰak	Variants
400	Shergaon	bitter (vi)	a-ʨʰak	a-ʨʰak		
#
401	Khispi	black	u-ʨʰam	u-ʨʰam		
402	Duhumbi	black	u-ʨʰam	u-ʨʰam		
403	Khoina	black	a-tʂʰũː	a-tʂʰũː		
404	Jerigaon	black	a-ʨʰɔ̃ː	a-ʨʰɔ̃ː		
405	Khoitam	black	a-ʨʰũː	a-ʨʰũː		
406	Rahung	black	a-ʨʰũː	a-ʨʰũː		
407	Rupa	black	a-ʨʰũː	a-ʨʰũː		
408	Shergaon	black	a-ʨʰɔ̃ː	a-ʨʰɔ̃ː		
#
409	Khispi	blood	huj	huj		
410	Duhumbi	blood	hɔj	hɔj		
411	Khoina	blood	xaː	xaː		
412	Jerigaon	blood	hɛːʰ	hɛːʰ		
413	Khoitam	blood	hɛːʰ	hɛːʰ		
414	Rahung	blood	hɛːʰ	hɛːʰ		
415	Rupa	blood	haːʰ	haːʰ		
416	Shergaon	blood	haː	haː		
#
417	Khispi	blow	hut	hut		
418	Duhumbi	blow	hut	hut		
419	Khoina	blow	wik	wik		
420	Jerigaon	blow	wik	wik		
421	Khoitam	blow	mik	mik		
422	Rahung	blow	mik	mik		
423	Rupa	blow	mik	mik		
424	Shergaon	blow	mit	mit		
#
427	Khoina	blow (wind)	fɔː	fɔː		
429	Khoitam	blow (wind)	fyː	fyː		
430	Rahung	blow (wind)	hyː	hyː		
#
433	Khispi	boar, wild	ɕa-kʰɛn	ɕa-kʰɛn		
434	Duhumbi	boar, wild	ɕa-kʰɛn	ɕa-kʰɛn		
435	Khoina	boar, wild	ʂ-tʂʰɛn	ʂ-tʂʰɛn		
436	Jerigaon	boar, wild	s-ɛn	s-ɛn		
437	Khoitam	boar, wild	s-kan ~ s-kʰan	s-kan 	 s-kʰan	Variants
438	Rahung	boar, wild	s-kʰan ~ s-kɛn	s-kʰan 	 s-kɛn	Variants
439	Rupa	boar, wild	s-kan	s-kan		
440	Shergaon	boar, wild	s-kan	s-kan		
#
441	Khispi	boil  (water)	ʨʰɔw	ʨʰɔw		
442	Duhumbi	boil  (water)	ʨʰɔw	ʨʰɔw		
444	Jerigaon	boil  (water)	ʨʰɔ	ʨʰɔ		
445	Khoitam	boil  (water)	ʨʰɔ	ʨʰɔ		
446	Rahung	boil  (water)	ʨʰo	ʨʰo		
447	Rupa	boil  (water)	ʦʰaw ~ ʨʰaw	ʦʰaw 	 ʨʰaw	Variants
448	Shergaon	boil  (water)	ʨʰaw	ʨʰaw		
#
449	Khispi	boil (n)	kʰaŋ-pa ~ kʰlaŋ-pa	kʰaŋ-pa 	 kʰlaŋ-pa	Variants
450	Duhumbi	boil (n)	kʰraŋ-pa	kʰraŋ-pa		
451	Khoina	boil (n)	gə-kʰaŋ	gə-kʰaŋ		
453	Khoitam	boil (n)	kʰa-kʰaŋ	kʰa-kʰaŋ		
454	Rahung	boil (n)	kʰaŋ-kʰaŋ	kʰaŋ-kʰaŋ		
455	Rupa	boil (n)	kʰaŋ-kʰaŋ	kʰaŋ-kʰaŋ		
#
457	Khispi	bone	ɕa-kʰus	ɕa-kʰus		
458	Duhumbi	bone	ɕa-kʰus	ɕa-kʰus		
459	Khoina	bone	a-xyk	a-xyk		
460	Jerigaon	bone	i-hik	i-hik		
